Bank_ID,Number_of_Cybersecurity_Incidents,Average_Response_Time_hours,Cost_of_Breaches_millions,Compliance_with_Security_Standards,User_Awareness_Levels_percent,Number_of_Phishing_Incidents,Number_of_Malware_Incidents,Number_of_Ransomware_Incidents,Average_Detection_Time_hours,Number_of_Employees_in_IT_Security,Annual_Cybersecurity_Budget_millions,Number_of_Security_Audits_Conducted_Annually,Number_of_Security_Tools_Deployed
231,153,1.2855024263442805,51.47769183563858,0,99.46405553308452,26,64,3,0.6577922705842342,89,8.544743207118511,3,5
232,292,5.814700060684997,25.686126959232087,0,99.49059994229076,59,85,5,0.6676424627638824,14,19.46416070125057,8,14
233,255,1.339279524233675,12.438658695557962,1,97.74930844705105,46,66,3,0.6185629948726292,37,31.7809476210074,7,8
234,280,8.272610354044204,59.4760234087878,0,93.57007449633457,91,11,6,3.826061002114458,50,27.814633966084894,1,19
235,272,3.886520720139618,14.342767551070247,1,79.77338631236854,71,22,13,1.9310436716643415,63,12.327618273732318,6,7
236,255,6.061864367061288,47.681081960881734,0,94.51001450492892,99,13,10,4.083350836854486,56,17.847302071678868,7,10
237,247,3.5150077658701235,94.34723385873602,0,82.26379051813518,89,93,19,2.4427977072928213,10,31.08752872398388,4,15
238,189,8.042501299422643,95.51926697120551,0,79.80319294465136,81,59,8,2.5384914537348373,6,43.18189637412899,2,9
239,193,8.978522739777123,27.736567221999067,0,92.34596075398838,97,57,18,2.807971711293082,33,37.90745849820499,9,9
240,130,4.587782447917576,64.29077490433717,1,72.38961782861269,86,87,3,3.7086415536879676,44,28.116601314837332,7,6
241,286,8.766301541598901,50.03724509024647,1,71.45688169886985,38,39,17,1.7307628962336818,65,18.752356917507825,1,16
242,136,3.4036750671069917,88.19008712068006,1,83.43861091543556,41,38,8,1.047143072900871,72,18.887512599548465,8,7
243,191,5.811948307679715,30.785932106225058,1,83.36916402466485,97,17,10,3.0022580083615766,72,44.091448202955405,3,15
244,110,8.728852868548335,5.3517286490796,0,96.86932459191505,89,21,2,1.9713993045923268,33,2.9229352259867736,4,10
245,248,3.9329320835421133,20.443314563484435,0,73.7845928886345,20,50,12,2.491210911506168,66,49.411149576592784,5,6
246,95,9.586380385702771,38.20466611109281,1,73.69851782357239,15,35,6,3.411260187517874,64,33.55439513172655,1,19
247,81,2.0969155160324524,34.993507328196415,1,74.42357801424703,44,59,2,2.7235658351357177,88,34.375747254547136,6,8
248,64,1.164475627511556,80.17947731667417,0,70.89208783883808,42,11,3,3.291254676953793,45,2.8618940279323657,6,6
249,93,9.137218173203715,69.65326328318959,0,72.15195213444726,27,64,17,2.948900009511325,91,30.670934469672336,2,13
250,194,1.6178379953308502,33.45785036341524,1,89.79609600487117,46,65,7,3.829083673712446,86,24.754124944431904,6,7
251,218,9.927002763527426,48.48566263079027,1,82.94752987352527,22,23,5,3.67671477970229,93,6.183166437809283,8,14
252,103,9.562571757811956,14.078114876041846,1,92.90809201264041,83,15,1,2.9038545131387865,69,14.618178527698594,6,14
253,288,2.233188190326886,90.32391225790957,0,99.7779315574498,99,90,8,3.555063593868681,68,44.62540835446891,4,10
254,93,5.838261631233093,93.86535832261075,1,89.77104043297004,90,98,12,4.431018210226757,83,27.949432377431695,4,19
255,147,2.664282677204299,98.08133586118912,1,71.5136671186037,73,70,14,2.4452207950467586,67,21.257412183521527,9,5
256,54,4.853396557271079,87.51251892465459,1,73.13688594263024,10,21,16,2.3574338273695714,52,4.561425636199736,6,17
257,158,1.552826163338494,21.526284331141426,1,96.43012254444123,72,22,10,3.9391052938357105,24,35.99195484271298,8,15
258,76,3.0153212901693056,9.388665904154738,1,85.82487833674784,98,28,15,3.121492266688973,41,35.4396903464056,8,18
259,165,4.269455167590095,60.06168910420403,0,94.7451147818722,43,53,15,0.8195305110016484,68,31.088136741655614,7,19
260,136,4.947827502214493,91.69747755389548,1,95.69837008674779,19,98,10,4.514504070609866,95,26.00286966481181,3,19
261,153,9.79746632388004,21.848379357675572,0,97.83023624498557,93,68,7,0.6385239600693806,90,22.25543570816126,1,14
262,172,8.27079081115583,5.669076889293477,1,98.49487616459098,16,46,3,3.867783602943844,9,30.070283556411624,5,7
263,255,7.636689498807516,81.5221243730632,1,86.64477389509918,65,34,2,3.914573642169408,38,12.436377134691929,2,12
264,128,5.833371832677768,12.295590007239731,1,80.23060516768102,89,25,6,4.788999883768687,43,47.12169414470474,2,9
265,92,8.559979845439091,44.30207303145289,0,98.85594623043995,46,47,9,0.7436048378104434,71,29.850931929831248,7,12
266,146,4.0539055209014,69.49429703293458,0,86.42219218003676,38,52,10,3.185855873530209,85,16.24842977336445,3,19
267,294,7.380092014959844,27.49577061833711,0,71.92758168863833,21,96,4,2.4252825678217382,66,23.034312693372705,8,6
268,80,9.944055778403548,12.976443527439036,1,89.28329650179595,26,23,3,1.9878482968679392,92,40.47855465496772,9,11
269,148,3.8316601804167894,78.15201670330372,1,87.63054251185032,57,15,9,0.9064335213458287,28,8.919186975784575,8,13
270,66,7.066157813955706,64.86663306426894,0,96.87378618684119,93,98,17,3.0319435385208915,7,15.348945500552759,6,11
271,269,8.598833777371443,98.90659602624645,0,89.59561567473438,35,32,14,2.655683265535761,75,34.295893114091214,5,7
272,132,9.24226825015605,37.70926316539613,1,80.47157273384654,92,69,10,0.9704950616796092,93,16.45897111762897,3,11
273,159,7.461394218460916,10.867426697568972,0,98.98677177117462,21,21,13,3.2562027819368753,71,39.83258241121183,3,19
274,231,3.5524713107542265,74.7632533568531,1,94.04858457946101,30,22,12,3.820789041138223,83,7.3922208716906805,7,12
275,239,3.9365393641205184,54.56467479105834,0,88.91252855144063,51,15,1,3.952752354741417,97,38.371622352275814,5,18
276,264,1.1868222891156779,25.254373481967832,0,78.78775610209368,70,72,19,4.574179347180923,54,4.3492340276777455,6,5
277,81,7.847973799043587,79.26425395545215,0,81.20620888942886,67,47,19,2.3426183384994976,33,1.6170380207072443,6,17
278,217,1.3846564545575624,24.356771155744656,1,90.0990977228997,63,59,6,4.7888274587996165,78,45.012952422775946,9,17
279,190,8.781871191424711,29.762857209128974,1,72.15942455389965,43,61,13,4.394432322872087,36,29.485621629682633,1,7
280,261,2.0679455302708494,13.790212664838318,0,77.7004177495079,16,49,19,1.8342570696077256,91,18.239517957253764,8,9
281,84,2.546888609223318,42.94606650793117,1,91.41702800189793,44,17,13,1.2167736680725632,43,12.39713721122867,5,16
282,182,5.2887382374901355,44.7982762740548,1,84.40055529533862,24,70,4,2.4592522825760605,13,31.22740337977999,6,10
283,250,7.6409237365186815,53.88337008308835,1,82.07180694443291,74,17,2,2.30854418580185,18,25.94110699330017,6,7
284,78,2.2510198467916993,72.35160537675885,1,74.54372867201243,99,43,15,3.0907368739904193,72,49.58829100096927,1,19
285,119,4.960639675598486,91.07958822464045,0,83.25547103433198,34,88,12,3.125238045474866,68,49.17758334603354,3,8
286,202,5.345661469690943,18.08473939434182,1,93.12075912280702,68,69,7,3.8749414297098888,24,32.11620374093887,6,9
287,144,2.9105707750173218,10.16306934312242,1,77.9203853821568,88,66,18,2.794504766925246,32,22.700654799188634,9,19
288,71,2.0400253901256855,6.760467191461662,0,70.16195626551033,95,55,13,0.971701884233445,18,25.065907487598444,6,7
289,243,8.527788306870756,18.644030916537545,1,90.05514703452948,15,31,17,4.362311009988978,48,34.44147424560624,6,8
290,222,5.52219084786489,67.50520114925446,1,99.17879813297658,61,96,4,1.8939406243333419,81,5.977152667533687,1,9
291,118,1.1294311238573767,74.11032240966718,1,88.20479690765748,88,49,14,4.8708385713796645,99,17.089251616725193,9,6
292,268,8.226831711781934,79.7180427851716,0,73.5976557678139,97,54,13,1.0303704890589658,43,4.688339809176589,4,14
293,138,9.827144248731264,28.152280130912555,0,79.6219927703402,30,64,3,4.812130275046265,32,4.594677216329059,2,13
294,121,6.453335758728226,34.06000725984439,1,96.0292484416067,80,60,18,0.9095531309713264,68,10.596122852817453,1,14
295,296,5.533375483756637,50.89779132872245,1,76.97704222770486,41,95,14,1.5396626207617676,93,24.77740947506812,3,12
296,178,8.905742767404655,11.002394201721517,0,88.23087710492824,62,14,15,0.7096097393894372,36,39.453941736976674,3,16
297,261,9.572651107161388,63.05844470506838,0,82.08013624761993,68,22,3,3.6730091598754773,13,24.789298667127756,5,10
298,221,7.790832243122145,98.45482819919698,0,76.23531164258947,78,37,1,4.326344314573063,32,17.43835391748262,1,14
299,136,5.009076367608591,39.27659958091024,1,94.4022068069404,71,93,17,2.4533198681719117,99,5.035296526501149,7,15
300,145,6.329992593982964,76.52051013368147,1,92.28493829397071,13,89,3,4.678349337690934,21,27.96448063597335,1,7
301,124,7.308418285161993,52.50322197911276,0,89.84773197877796,95,71,14,3.156345822900198,91,14.292160737675662,4,15
302,216,2.7484621390162127,17.14212521423636,1,77.09009770806253,27,96,3,3.3350321095093545,81,31.131774717940225,6,6
303,288,5.024809289947942,60.3125576362457,1,72.9357100814935,90,33,13,4.304386407653464,59,48.8821992174885,1,11
304,103,8.468391382455565,33.48805550218617,1,87.28477989477898,65,16,15,1.835600922733275,14,6.454401752399958,7,12
305,137,6.892528136485987,8.268304803078532,1,86.61033500618299,33,47,18,2.094195745974316,84,11.394144537375055,7,14
306,252,4.700836604906687,65.31832436118566,1,75.6515502800462,75,46,14,4.576783636375899,10,24.181632366869362,3,5
307,206,6.970262806132133,86.59857318584912,1,71.68740082945517,22,77,3,4.554335732174437,52,48.46207695195054,4,18
308,103,2.064001708652139,37.753127855488046,1,72.42125362581957,71,51,19,4.894172492903919,79,38.818679037229785,6,19
309,267,4.613478495083887,42.078076985213194,0,99.78312959538201,63,95,8,4.55827242398752,71,45.013230464978676,7,10
310,65,8.138156841667508,89.6470598818851,0,93.5075168422865,24,14,4,1.073174162150124,96,17.35202757531385,4,11
311,148,2.984579084229832,82.29283726989881,0,97.65962427895518,78,73,4,4.206759287616443,45,49.60988521515113,9,19
312,69,2.6736535680167592,72.92051823741883,0,75.8516416670909,12,59,19,2.3442731514931734,83,6.038807987143713,9,17
313,95,9.557367939247882,28.635721056549052,0,98.81705608970304,46,96,11,4.95860610175672,64,3.5956723962589408,9,13
314,244,2.8890786662760766,91.47058222183122,0,74.27963054419486,46,24,1,2.625264339479605,81,42.92452872564738,6,16
315,242,3.3482672168515126,19.669496966225232,0,85.27245485699413,12,82,8,2.9922623712599927,46,46.435978640142324,2,7
316,176,9.726543450139042,64.54319934463607,0,94.89087053251191,72,62,15,2.883987118655593,85,5.438682519758986,2,6
317,107,7.612377132385231,7.736112151919277,0,80.49410063534738,44,34,1,1.94781663436225,75,6.557943910546234,4,9
318,230,7.296368797211754,66.15338160086986,1,82.74485599530702,61,98,7,0.8375994000181317,32,2.6255337300329167,9,17
319,160,8.676337454691232,31.328713427969184,1,73.84555330897294,96,94,11,4.530430536808633,17,6.120870569493481,3,19
320,178,2.0424077401311482,47.719312832453404,0,73.68765639996919,37,18,14,4.11204115636829,85,11.261571023213763,6,14
321,130,7.353606129220065,37.80013244542004,1,88.58704674335979,27,47,16,1.1278705125185118,19,48.53375432659005,2,5
322,243,5.53319748395415,21.41189184338994,1,90.2659710586017,45,31,14,3.995457221075328,40,33.72515088974434,1,17
323,206,8.462355762557259,64.08817505891804,0,93.3199754224658,42,96,12,3.316309997227745,96,39.149098250408564,5,10
324,133,5.573275467986749,88.7876777383577,0,86.70046158045261,73,58,17,2.3411470456293,19,39.030830780884585,8,13
325,119,6.582172188420209,96.11300301682833,0,89.37277876783918,35,77,14,1.6430951709300323,79,27.218613739181517,2,14
326,57,5.299679137595824,23.27290449962193,1,70.4055181509916,57,24,10,4.368779525760046,60,40.07695990793784,9,19
327,78,5.303430312002597,73.15041353598247,1,74.86512181411564,49,74,14,3.6508471668232385,99,30.194569087108512,8,13
328,161,7.911729802556484,68.11223982753981,0,99.54744298050714,26,63,18,2.9648295926111157,8,16.412758782564524,3,11
329,228,6.657097605825549,37.62089000958439,1,72.27980518947496,49,39,9,3.2430584025430886,56,28.494395329651635,1,18
330,210,6.699368814484694,6.814423938603955,1,90.36364666780734,16,29,17,0.9097978193698144,95,27.14192072059116,4,15
331,180,5.052542354483732,70.53016849472228,1,75.28247899095149,66,42,6,2.632638924100364,14,41.34919963420671,8,11
332,237,5.779985467037748,94.82201175315251,0,91.50155757302926,17,95,8,1.371651317535659,98,49.10463365170129,3,19
333,212,7.711458995843086,65.05141158198688,1,91.1797120888598,65,86,13,1.4377265555397143,49,21.141085705625596,2,12
334,246,8.433468272007264,46.35280879782524,1,77.02597179364271,40,16,18,3.4758678302909,88,38.40614324362662,7,14
335,268,7.269052619296415,54.889619940604696,1,78.08903197657612,68,17,5,4.600652683254296,33,5.888387197868544,4,18
336,157,9.316656899611148,23.964736727692166,1,89.64312140806265,67,37,6,2.3169047471525595,57,39.06473710296614,6,6
337,253,8.382916793324808,76.30169555660507,1,81.7025811634064,21,54,19,1.4348717285548567,33,19.199428687668373,5,18
338,261,6.056774108285666,75.90988385093566,1,75.83643909099735,57,82,4,3.419361217564944,27,2.9301179815946465,2,10
339,158,7.042654653793631,18.82414353680537,1,91.95038796362445,40,98,7,4.42034170857643,61,18.799062749546685,2,9
340,69,9.336774492290765,88.40794633746762,0,74.62442573009002,92,89,4,3.8674346050512085,54,30.921494795160594,9,9
341,122,6.572512398187525,30.573025249964,0,95.6693099243484,72,83,11,4.409407537414642,25,6.843258216391861,2,17
342,216,8.423262531818477,98.31432578897841,1,85.44008572155482,83,20,12,2.914496019548597,47,46.27769012908247,8,7
343,53,7.199294532309883,41.37578633353835,0,73.17101811637902,48,40,14,3.883443099661359,14,4.805948250369091,8,7
344,292,5.9674272495441985,21.898985579777467,1,90.82217000592954,85,21,13,1.1302905171152142,80,46.570329271825145,1,10
345,295,3.176543758738178,38.41341057783697,1,85.57489118723622,29,87,10,2.0672357691343617,34,35.64973837884864,1,16
346,68,4.833977675215853,46.81713122623335,1,78.94172715384428,57,60,18,2.252971240166851,55,17.155896595295978,4,14
347,151,9.70968542350344,11.584238438638009,0,82.67618140671564,80,53,16,2.8008308581071555,37,20.14676703774557,2,17
348,268,6.9198884494534,59.930746216212505,1,78.95013230762495,63,59,5,4.680843621155707,22,37.29965887190446,1,14
349,222,6.079558423050907,61.77508178754553,1,77.89077507228352,87,26,8,4.434334520999784,82,30.47208394317916,9,11
350,220,9.396609629754046,75.19839325819986,0,74.90825262531136,84,44,14,1.1053647153013304,26,33.91050315129232,3,18
351,190,6.2786060293370385,7.771139767620613,0,80.88301399412427,80,10,5,1.2775534334710845,68,20.06906620916052,1,5
352,190,5.7347426657566265,56.41763037121386,1,77.52961618948213,38,38,8,2.109382473150101,25,24.90286060857235,2,18
353,237,7.833797696351847,10.026206160713116,0,90.50303461161751,83,60,6,1.8083473965080326,5,49.50350671785677,8,7
354,234,7.4139905708789,71.60870089683208,0,90.51630223489919,82,73,16,3.2664692892031804,19,11.482220654486166,5,16
355,135,2.7384400756758946,10.294158641593524,1,85.05520727666915,57,13,4,4.562492214940452,40,21.47495313958444,7,5
356,269,5.241774471167091,91.6141455924551,1,93.33833582410963,83,96,12,4.83031193752664,51,15.299336191124398,6,14
357,101,5.252638985376267,71.69784385402717,1,95.24019157018145,92,37,11,3.4412132864085194,58,38.49046401155264,1,7
358,160,4.4040206371901025,53.20202768308992,0,87.3929937230282,65,25,3,4.27171640630489,90,38.436618657620315,6,9
359,230,5.655641339370278,46.94287271171162,0,88.56805488290301,26,72,12,2.863409901038587,36,15.329827588872398,7,13
360,158,4.7179665795442975,17.413899889259927,0,78.48657729359095,18,85,5,1.4374712608701787,62,4.988125515016162,4,7
361,135,2.7941094052406483,32.64494200864299,1,96.8460760211656,43,62,6,2.861097854420648,50,1.5602011569379983,8,14
362,92,4.71129838547213,87.55111497698515,0,70.72618133267589,54,94,19,2.99787170646943,58,21.94507612888179,8,18
363,260,1.6504925281585894,90.92301709843692,0,80.45807408328537,97,26,18,3.8410590389610046,37,21.106542122452773,7,14
364,249,6.182072764969704,5.071032295200451,1,91.65401264649569,18,49,16,1.489473453683071,43,49.43110405335329,2,13
365,293,8.682890940470006,61.44295719036737,1,72.40268529013484,16,22,11,2.1573967193902925,27,24.020301709186302,6,5
366,249,7.527583759190997,73.3335578573858,1,75.49508582284878,25,61,5,2.1381236114655486,47,13.564500109195611,6,10
367,91,4.243546360487001,63.7809633334726,0,87.67857183588553,28,67,9,4.817478180835242,59,44.670242610541905,7,13
368,139,1.7836408501957737,12.759577662303627,1,86.79981014390674,15,46,3,2.497752321470235,6,25.062329533025345,6,16
369,289,2.819344593027437,25.68386538589571,0,92.16784888392866,20,88,8,3.897922852841659,70,30.35960612531831,2,9
370,164,5.909413064453521,28.782325401231674,0,94.37837917264515,85,85,6,3.8786512161849758,42,5.6877668109824215,8,15
371,75,2.8635137504472956,84.01383997398352,1,73.85738735535007,70,70,4,1.6949488316145862,33,19.76290395915893,4,18
372,200,5.895758001564707,49.003946449347445,1,70.55142969325726,51,88,12,3.0734136021727947,71,47.26696004921555,9,14
373,92,3.0843912228750905,51.2486801344175,1,90.68915558976718,22,43,12,4.524363019933917,75,29.885763824595845,8,6
374,126,8.640314825284655,93.81483942267832,1,79.04175387299078,21,79,16,2.6383897375562726,40,17.88059090198062,3,9
375,205,4.575443255564137,65.52315944119798,1,88.77951741753861,94,26,10,4.753028783041457,33,31.657691850948062,3,5
376,186,3.2099556335004196,90.37343164750307,0,74.51633764186674,83,29,14,1.465062031958727,41,45.61014338932769,8,13
377,69,8.310935622223553,48.36834125744563,0,84.07120139997889,29,82,13,0.8337159759831383,91,14.425539423156913,2,14
378,233,4.085550683249057,19.196444559237953,0,85.13274238190311,59,68,9,4.511542429151372,49,25.750719205063046,9,17
379,260,2.0033891905490373,93.34388143703814,1,87.55233449119649,45,78,7,4.314565390829975,20,47.97584204167601,4,14
380,289,6.133685422632775,48.57698598841613,0,85.39510048991693,97,96,12,4.9666544417023015,35,9.44741102162418,6,13
381,88,6.234077839941898,22.254985078488076,1,84.87072310686142,78,42,5,3.5572706965059173,38,36.26353235423887,3,10
382,228,7.432261077121607,33.72759532887261,1,79.98202461951567,46,87,18,4.715095670002173,54,31.109569401946136,3,15
383,61,3.16197489887547,9.826246020449513,0,72.13540708954258,21,26,4,4.221270612878499,69,34.304081425891106,3,13
384,256,4.993942051830206,49.48855618835659,0,72.68560590390527,49,66,2,4.299918499040391,86,18.209761902710913,2,18
385,272,3.541311271383906,86.04717633147247,1,83.01334823221461,63,92,3,3.061137067044207,66,16.380089300704483,8,7
386,232,1.728583625041193,93.69014332063549,0,80.67379383462979,11,10,12,2.2206406906251988,47,34.52627385883015,9,19
387,255,8.889524443143024,93.59720971284615,1,85.48404414023493,59,22,3,4.7055113264447685,60,11.561620970122721,8,8
388,60,7.5598282403950705,16.89685243473094,0,79.14514507768801,50,36,4,2.444527290271525,19,21.56308249809125,3,17
389,203,3.713167535129206,41.295118838550415,0,90.63730274365973,54,79,6,2.9246871526235108,52,10.220557656592982,7,10
390,91,6.394356935847877,7.681732166817105,0,95.91864466028531,18,68,12,2.507514382063345,53,1.4069372150431574,2,8
391,204,2.811374093210252,86.24070777228991,0,78.96589566360603,71,15,19,3.041682412820887,85,48.5328106418654,4,5
392,60,9.012129596161937,39.08179739202101,0,75.78952023817085,95,32,10,2.6172728554654725,48,22.153445954164532,6,11
393,87,2.034157090257193,64.9561176497623,1,73.48541722762268,56,19,1,0.7158540136076414,14,48.498131106571435,5,9
394,147,1.034534309570208,72.91535161734241,0,88.48762121712437,14,60,17,4.469216837034644,24,7.875852468623478,9,18
395,220,5.51807377965264,45.83524362559976,0,83.31567973421708,85,28,16,2.499772185120964,74,29.780972193416815,4,19
396,68,6.248150411075824,34.112021972273084,0,75.64047151588866,10,60,9,3.150246418283069,12,10.847727606770741,5,12
397,241,6.210687882662239,96.41022646101474,1,89.59410199875566,53,96,9,1.1263451124109416,49,39.71363222120046,4,13
398,183,1.4906073469404366,96.62638137726616,1,74.45449549015854,31,77,9,0.5152453159218762,38,39.40144644928779,8,9
399,223,3.826394262265892,32.496454962852084,1,86.62902117543858,47,93,12,1.6038054213963933,55,6.517750302926278,8,12
400,165,5.492790521571987,50.564384190723516,1,85.81445144875794,28,92,9,3.670637144600076,8,45.69115819094307,3,17
401,279,2.949212670645168,97.42019507270213,1,92.0268340355825,89,51,15,0.9463753855079537,43,10.536852712958007,1,5
402,162,8.853632969373066,5.4624987272728065,0,71.65328919822001,40,66,2,4.589993481739105,88,31.03588973787866,6,5
403,219,1.7839836051529063,44.20443359601918,0,96.63618795553991,76,77,11,1.4676015621028307,28,49.2960473842975,2,11
404,269,5.3864599750483855,14.543467219692001,0,91.08975178440458,96,47,11,1.420671264312991,92,44.237430203551824,2,19
405,114,7.222744517618368,53.37000672844725,1,76.48377995046286,51,71,8,1.3167858272967299,59,47.87163249949728,3,10
406,148,3.355759901210342,7.343645681346279,1,75.5021604582922,91,16,6,0.5629177083711414,30,17.787339789687852,8,9
407,281,6.618166632977664,43.655350982109645,0,82.94980642431351,35,80,7,3.9731246081520557,29,6.173206468753705,3,18
408,121,8.46446635128137,25.966412104606835,1,94.5269598863379,22,59,3,4.4376553906036635,40,10.228996791183055,7,19
409,236,2.713032775855428,55.66429443358037,1,95.28849979417322,67,61,8,3.2637321617728947,75,25.52424985875408,9,9
410,101,9.254985326423766,99.61939666456647,1,85.61368276418149,27,35,18,1.3468999175593803,78,39.86825423539278,8,18
411,167,5.9820267939612215,81.05092998704103,0,95.82432588060212,76,35,17,1.783750986233959,62,8.357528565009886,1,13
412,224,3.6930880387095453,85.33599870432003,0,70.16331127575071,96,28,11,2.641670138142335,16,33.3268450807771,7,5
413,169,4.877724478440436,65.35017379911268,1,71.05523894594789,12,18,2,4.794556782304854,5,16.85530259793608,7,12
414,56,3.8097269540774916,8.948185585864563,1,97.35464780910229,64,70,19,1.6130811731798427,54,17.71890154721552,8,6
415,60,7.526000439399845,24.645779224193692,1,93.25995789657748,98,29,7,3.792406567639496,29,33.43396877773839,5,11
416,152,8.166705970736189,92.88113286247022,1,83.52118174751158,67,59,18,2.477517004818141,84,23.882971557127792,9,10
417,110,8.49643653086795,39.78074620323137,0,92.60830394433961,72,89,8,1.840313067620098,9,40.7896313582737,9,14
418,117,9.87191424627167,14.84548901567558,1,98.66918385170266,61,90,14,2.551621716599512,87,8.640006973478526,8,6
419,202,8.121558632470151,71.72850975728919,0,93.16268571643855,98,31,7,0.8204302289355464,72,39.707465218584886,6,16
420,189,6.412456636197071,33.44848377375419,0,95.27114001454966,33,22,4,4.094093169186631,10,4.1475271548136226,6,17
421,203,4.052982685526054,30.54140672589631,0,92.81819744170186,81,21,17,1.594858675923352,30,10.508640132034644,1,7
422,151,5.901359038396745,99.80785827803473,1,75.04633277300624,18,19,5,3.764354554368367,59,33.15133601065511,6,8
423,159,1.3696135551136488,86.52319787753217,0,95.0072232893721,46,74,12,0.8075676715168763,43,42.89135716904249,4,11
424,189,7.703425679769218,43.7540927449449,0,75.8532646007263,92,39,9,4.7979435027455875,13,13.381301759228103,4,12
425,220,5.013599905828916,98.12481474256741,1,96.77833984132441,62,17,13,1.3685674343256438,49,17.032388685616734,2,17
426,100,1.1802090675896886,66.76075622482529,1,83.75949694243228,89,30,18,4.472339342931862,18,27.318916666050256,4,15
427,166,1.5625624735936974,75.49213292857722,1,90.30930256933085,33,31,9,4.142629443269455,59,11.367067517975814,5,6
428,214,4.48719817439581,7.993739092810101,0,84.9172254364193,30,27,4,4.855369658366372,13,40.74665681778777,5,12
429,95,6.2507936711659156,16.552499638065427,1,72.81972788249806,49,75,8,2.6505079742558735,19,38.90819560528228,5,15
430,102,5.1778355405691405,65.14308701714265,0,78.72166922861996,71,57,1,3.773287822306782,41,8.119293886323298,4,13
431,137,6.572838855629394,90.40727835170097,0,99.51195561991018,79,53,17,2.1681979566700282,54,23.727656859014974,1,11
432,257,5.322648329122202,64.25565397832159,1,98.82144255009452,78,18,9,1.3296570710886222,88,38.966560566076446,8,5
433,170,6.95533460933212,17.732364960304217,0,79.61460692966642,23,76,13,2.49384169820052,76,17.529147024067324,3,10
434,62,2.972134582037208,15.99720439340084,0,99.88890412735677,51,63,2,1.245870569248047,25,32.02223431316885,2,12
435,138,2.0155886846525926,85.19766010328776,0,95.366535864907,59,35,13,4.919200802538728,61,3.4604429514210637,9,9
436,174,6.367905591630939,18.23372217725186,0,88.32878498296765,70,94,9,0.9331092101332237,23,30.82574926593658,7,16
437,167,5.362205652426767,54.42203624788242,1,71.20373860783029,13,35,6,3.1514527555367917,97,8.479996020029743,9,19
438,103,1.2418088864044177,8.525765396418716,0,97.0434048861514,81,43,1,3.3190873486432517,62,41.69858293060811,2,6
439,234,4.424336969437323,12.66362790216185,1,86.72287837792959,97,17,5,2.921357942933244,99,18.417023715443445,9,19
440,165,1.9551302694189594,68.87308542607215,0,96.05428453608309,84,19,3,3.479836485703251,10,14.79613927368159,9,9
441,167,5.782211485774257,70.47223399061409,0,95.03287359717227,26,57,4,1.0228134875535093,8,42.20355985886277,9,12
442,53,4.561999116943877,37.439593627802026,1,94.99018645603257,94,64,1,2.99758335892381,47,3.4570571305187,4,6
443,124,6.5183671999271615,25.482927698089252,0,90.94521582144715,66,63,14,1.792456570073127,97,20.433831167382895,3,5
444,273,8.250419968932144,82.30247572194426,0,78.74245416028145,99,87,9,4.730792284854755,46,19.13017348817654,6,19
445,98,3.697018154573417,25.624806799639583,0,80.08480773233559,57,49,4,3.929322440478766,7,14.955218338227992,3,8
446,56,9.658918937485247,56.49257161830607,0,79.25407637748059,53,24,18,4.876315169718842,5,45.675962268072375,9,8
447,159,5.8207105052881705,96.97983988197602,0,70.60137998597695,54,90,14,0.669002313830853,59,37.79549128231939,3,13
448,171,6.5646171887930915,19.04598159692646,0,87.47706727644433,89,27,4,1.783099288313189,19,4.132235045405,2,7
449,60,7.126051359031633,94.38324541199734,1,90.96501011338098,99,32,10,1.3794016398725706,51,36.01968502231275,8,8
450,141,7.0005837687183075,22.374840041523523,1,95.6159798057561,42,71,3,0.5501956429032373,89,26.837657523310902,6,7
451,231,5.598736687405559,58.90710476220681,1,74.20496300148191,40,55,7,1.5904657861084464,50,45.14252682567738,8,6
452,282,4.858878620032152,40.81573263608074,0,86.32549446930406,56,96,10,3.55449192584193,62,16.334335250069564,7,8
453,264,1.484037677596401,96.66821714267346,0,70.24024422021348,15,48,13,1.5399001496055584,99,29.133937980869565,3,18
454,222,1.1987726077106178,30.986492755184006,0,72.85280943132189,81,24,4,2.7905155046717818,75,25.537008462308314,8,12
455,72,4.221650750794882,42.9675101981466,1,71.6263523261798,80,62,18,4.495181517342494,85,24.98848440515268,1,5
456,291,4.002948015703234,98.37171119626494,0,91.76434102046461,43,97,11,3.6219106415708384,87,23.34916457634342,1,12
457,77,4.489256393551061,55.96468716290495,1,72.4317869163281,62,73,4,2.275830814577144,43,11.075844301081784,8,12
458,284,2.24531380799371,52.74986098401908,0,91.4935894467637,23,72,14,2.1761102251044875,7,38.02978620212725,9,19
459,160,7.643514434831593,29.48895637937917,0,77.4887411323175,25,89,18,2.550811163038181,34,23.115465604225147,6,7
460,106,8.71267973298615,71.62953822949194,0,96.33138882090819,52,25,8,1.2966864847695787,39,47.96729747512768,5,18
461,75,9.448431718366315,6.3654304188888755,1,94.39449965091443,82,79,10,3.3530034533719464,61,13.779612932446039,2,14
462,202,5.431260731676632,9.703699821717885,0,98.73490652425829,83,75,5,2.1386876859707247,33,34.45444814172502,9,14
463,103,7.307791292128858,61.939065777901256,1,96.51286046374096,90,22,7,4.335644071679196,54,47.09513690231631,6,16
464,78,8.699960110922852,37.459084512753144,0,97.99988257349042,21,56,12,3.9044869702601734,66,33.50945782778854,8,16
