ATM_ID,Location_Type,Manufacturer,Year_of_Installation,Service_Contract_Type,Last_Maintenance_Date,Frequency_of_Maintenance,Downtime_Duration_hours,Number_of_Incidents,Maintenance_Costs_USD,Transaction_Volumes,Average_Withdrawal_Amount,Card_Reader_Error_Rate_percent,Cash_Dispenser_Jam_Rate_percent,ATM_Age_Years
ATM_202,Standalone,Diebold,2001,Self-Service,06-12-2004,1,53.62200583,1,819.3883156,13899,110.7613781,0.141754762,4.001002651,22
ATM_203,Bank Branch,,2023,Self-Service,27-12-2007,2,59.27005947,1,394.4019089,,,4.760028098,1.242110119,9
ATM_204,Bank Branch,Wincor Nixdorf,2022,Parts-Only,,,57.6890578,2,485.1894597,10413,,1.668558279,4.157048645,23
ATM_205,Airport,Diebold,,Full-Service,04-11-2016,3,56.20584436,6,544.0988065,,86.74626262,3.66942022,4.822556079,17
ATM_206,Standalone,,2022,Parts-Only,11-03-2012,0,37.49935205,3,573.4800945,5020,,1.327438161,0.042702824,9
,Shopping Mall,NCR,2010,Parts-Only,10-09-2004,5,66.4288405,0,658.7398644,5016,,,0.745927403,20
ATM_208,Shopping Mall,,2002,,28-07-2020,2,48.74580051,5,,2818,86.30733605,3.341407641,2.201914141,8
ATM_209,,Wincor Nixdorf,,Full-Service,,2,48.63002633,2,382.1821542,19501,95.08317784,1.747997502,2.775574708,14
ATM_210,Standalone,NCR,2022,Parts-Only,,2,35.73884454,,659.2031902,9641,86.5051765,2.571569931,2.466781713,6
ATM_211,Bank Branch,NCR,2009,Full-Service,08-10-2020,2,,4,370.8131774,4580,100.0832088,,1.981483785,6
ATM_212,Shopping Mall,NCR,2003,Self-Service,05-10-2000,2,45.60935973,3,771.9953619,18249,78.37824057,4.733979646,4.568443018,14
ATM_213,Bank Branch,NCR,2002,Parts-Only,15-10-2004,3,32.74492671,,520.6694806,19154,96.18587238,0.220641458,3.325122079,2
ATM_214,Airport,NCR,2014,Full-Service,28-04-2017,3,33.12828372,4,464.9574265,19515,91.80095547,1.698745754,3.21848335,2
ATM_215,,NCR,2002,Self-Service,29-11-2000,3,,1,335.3343944,17734,105.2141003,1.296194302,,12
ATM_216,Bank Branch,NCR,2008,Full-Service,10-08-2007,1,28.82969216,3,368.8508806,,103.4275635,4.701377339,2.002131437,13
ATM_217,Standalone,Wincor Nixdorf,2013,,30-12-2006,1,61.21169199,3,336.902488,,100.5800947,0.60198861,1.548197677,13
ATM_218,Airport,Wincor Nixdorf,2010,Self-Service,07-04-2020,0,35.01228155,2,577.3781901,15336,91.74641204,,0.52358794,17
ATM_219,Bank Branch,NCR,2016,Full-Service,27-02-2024,3,38.17584037,3,542.7945096,3687,101.8269804,1.791591934,1.972873121,2
ATM_220,,NCR,2006,Full-Service,17-05-2017,3,43.08230362,,608.0415879,,135.2505081,,3.940425146,15
ATM_221,,Diebold,2021,Full-Service,20-10-2003,4,46.051219,2,608.282475,17720,55.36348367,,,5
ATM_222,Standalone,Wincor Nixdorf,2019,Parts-Only,13-04-2021,1,51.90845582,6,539.9000149,19217,85.11524192,4.690476279,2.276845859,23
ATM_223,Standalone,Diebold,2005,Full-Service,19-04-2019,4,63.30839638,4,,19750,86.95865386,2.778362678,4.120472237,3
ATM_224,Standalone,NCR,,Self-Service,03-12-2018,1,46.69107877,1,,5068,73.70748886,1.164912087,1.716573743,16
ATM_225,Standalone,,2016,Parts-Only,11-03-2018,2,47.13128518,5,,1902,,1.007250858,3.460175448,20
ATM_226,Standalone,Wincor Nixdorf,2020,Self-Service,05-06-2016,1,,4,7083.273952,9421,125.9184753,1.631347454,4.990963788,16
,Bank Branch,Wincor Nixdorf,2022,Parts-Only,05-03-2010,1,47.94840329,3,321.2402364,9317,92.9163608,2.724817533,4.506379425,1
ATM_228,Bank Branch,Diebold,2020,Self-Service,04-03-2000,2,41.59337999,2,494.9857499,5511,87.7243186,2.882227475,4.660583969,1
ATM_229,Bank Branch,Diebold,2019,Full-Service,30-06-2008,0,,0,243.7814284,15247,116.2516031,2.659242504,0.835829956,23
ATM_230,Standalone,Diebold,2000,Full-Service,07-08-2010,1,27.8657841,3,334.3213365,9368,116.4879953,3.633288024,,19
ATM_231,Airport,NCR,2021,Full-Service,12-03-2013,3,52.46301016,4,311.7525215,,125.3448747,1.150656594,1.627980482,9
ATM_232,Standalone,Diebold,,Parts-Only,,2,60.76246158,1,458.7859855,2735,84.46994672,,1.006057817,20
ATM_233,Bank Branch,NCR,2005,Self-Service,12-10-2020,5,26.74876684,4,,9675,,3.125708817,2.014325279,2
ATM_234,Airport,NCR,2013,,18-05-2005,2,54.32207088,1,947.1687047,1927,123.2722234,2.093988501,,14
ATM_235,Standalone,Wincor Nixdorf,,Parts-Only,04-03-2021,2,52.37895023,5,532.5505941,13817,96.17394658,0.353074573,1.955756701,22
,,NCR,2019,Parts-Only,23-08-2020,,69.48092711,2,459.4788502,9276,96.14760914,1.401226509,2.041213962,5
ATM_237,Standalone,Diebold,,Self-Service,22-08-2007,2,43.17513889,3,388.2492583,15858,110.1062037,4.342845301,3.870979103,1
ATM_238,,NCR,2022,Full-Service,03-03-2016,1,33.5502009,4,436.8172289,2385,126.0939904,1.072446526,0.393513643,11
ATM_239,Airport,Wincor Nixdorf,,Full-Service,03-05-2022,1,61.04315418,2,574.0212707,6383,,4.302530076,4.67963875,2
ATM_240,Standalone,Wincor Nixdorf,2006,Self-Service,22-12-2004,1,829.1575647,4,,17899,112.7793786,2.892918148,3.206982946,16
ATM_241,Standalone,Wincor Nixdorf,2002,Parts-Only,01-06-2019,3,78.82990845,6,440.0468023,8645,99.6099404,,4.959936846,9
ATM_242,Bank Branch,NCR,2015,Parts-Only,31-10-2018,1,54.71528643,5,324.351914,,89.16149141,,0.066157096,0
ATM_243,Bank Branch,Wincor Nixdorf,2018,Self-Service,14-12-2004,3,59.67950843,5,577.7011596,15694,115.8395393,3.899035127,1.992417878,7
ATM_244,Airport,Wincor Nixdorf,2011,Parts-Only,29-01-2007,2,53.58054601,3,638.9360884,10268,102.7569699,4.101187596,3.343576134,13
ATM_245,Shopping Mall,NCR,2008,Self-Service,,,21.66159035,,471.5649447,11559,145.9750378,,3.870112782,19
ATM_246,Bank Branch,Diebold,2013,,12-06-2003,4,56.08740846,4,389.385046,2907,113.9022065,4.561399887,3.066890304,9
ATM_247,Airport,Wincor Nixdorf,2011,Parts-Only,02-11-2015,2,39.16518513,3,451.5066263,1137,101.7597266,1.461319132,4.86261014,6
ATM_248,Shopping Mall,NCR,,Self-Service,24-04-2003,2,54.19791917,4,480.5817681,12855,103.3503278,0.888048645,1.640668255,7
ATM_249,,NCR,2017,Parts-Only,31-07-2003,0,47.25104931,3,418.2649227,16451,,0.212927789,3.834408138,7
ATM_250,Airport,Wincor Nixdorf,,Parts-Only,21-01-2021,3,60.69456998,2,615.216743,9841,118.8748065,2.957915315,0.066308803,6
ATM_251,Airport,Diebold,2006,Self-Service,30-07-2002,1,57.0564124,1,538.4280794,17631,101.4516824,3.104232491,0.980130856,10
ATM_252,Airport,NCR,2006,Self-Service,25-09-2023,3,67.8613338,2,564.4253726,13963,121.3262752,,0.478404188,6
ATM_253,,Diebold,2007,Parts-Only,01-09-2011,5,65.53919067,2,446.6168254,9011,98.40616894,,4.061817124,9
ATM_254,Bank Branch,,2017,Parts-Only,27-04-2019,0,69.64314369,0,453.9944152,12968,75.92043159,3.131912618,0.398775737,19
ATM_255,Bank Branch,Diebold,2011,Full-Service,30-04-2018,0,48.16387168,2,,7431,112.9590602,,3.573680398,3
,Shopping Mall,NCR,2020,Full-Service,05-04-2021,1,58.11584797,,450.1945157,2599,67.35103849,2.706006679,,21
ATM_257,Airport,Wincor Nixdorf,2008,Self-Service,13-07-2017,2,39.14288905,3,474.5031601,4691,71.83126247,1.69558127,,19
ATM_258,Bank Branch,Wincor Nixdorf,2012,Parts-Only,31-12-2013,2,75.87939293,1,280.1180655,16219,82.75750733,2.824662853,1.428386368,18
ATM_259,Standalone,Diebold,2008,Full-Service,02-09-2022,1,,2,511.709527,15309,127.8917849,2.824863644,1.341286357,15
ATM_260,Standalone,,2002,Parts-Only,02-03-2008,1,53.88258973,1,306.630693,18508,,0.777547735,4.50024245,1
ATM_261,Bank Branch,Diebold,2017,Self-Service,13-08-2008,1,,,670.449377,5442,73.69241483,1.26961216,2.231970277,18
,Bank Branch,,2006,Full-Service,28-08-2000,2,,1,,18024,101.2552681,0.260623222,0.45558995,23
ATM_263,Airport,,2003,Self-Service,06-09-2002,4,49.05605989,2,383.367114,19826,66.23004362,1.364264839,1.594857284,15
,Airport,Wincor Nixdorf,2006,Full-Service,04-01-2011,0,55.69208284,2,503.8200229,4698,89.23185492,3.292347452,1.46965121,7
ATM_265,Shopping Mall,Wincor Nixdorf,2016,Parts-Only,20-07-2000,1,45.14808763,1,371.9077949,17572,106.1304999,4.082325949,1.06529463,5
ATM_266,Standalone,Diebold,2022,Full-Service,12-09-2010,2,48.8627704,2,748.9499143,7466,111.7057729,,1.991603434,8
ATM_267,Shopping Mall,Wincor Nixdorf,2018,Full-Service,23-11-2017,4,,2,611.1884437,16744,111.591258,3.222309907,0.673137123,3
ATM_268,Standalone,Wincor Nixdorf,2016,,08-11-2010,2,,2,346.1969526,4188,89.70728287,3.742930597,2.721609924,13
ATM_269,Shopping Mall,Diebold,2014,,14-01-2010,,45.41909901,3,513.5787359,16835,,3.048619276,2.307218941,19
ATM_270,Bank Branch,NCR,2004,Full-Service,04-09-2009,1,57.1277515,2,544.3974455,5381,116.6006899,1.546409565,0.107257361,4
ATM_271,Standalone,NCR,2004,Parts-Only,,,49.71746869,3,280.2424014,19274,129.7313173,,0.415282936,
,Standalone,NCR,2013,Full-Service,,,76.5129469,2,731.1245981,9673,82.3890857,0.996210499,0.065065813,3
ATM_273,Bank Branch,Diebold,2015,Full-Service,28-09-2019,1,62.23456458,1,495.4666358,14834,115.6735095,0.926840785,3.369672101,
ATM_274,Bank Branch,Diebold,,Parts-Only,01-08-2021,2,47.65757296,4,712.1834094,15158,110.660594,3.479294856,4.116113898,13
ATM_275,Bank Branch,Diebold,2005,Parts-Only,13-04-2016,1,51.98339629,1,653.3246148,2815,97.46268504,4.88534153,3.568139272,
ATM_276,Standalone,NCR,2000,Full-Service,24-05-2020,2,52.80985793,4,724.1564179,18408,74.89864067,3.536020733,4.91820819,21
ATM_277,Standalone,NCR,2020,Full-Service,15-09-2016,0,60.49012527,4,516.0097466,3733,134.3810714,3.226035976,,16
ATM_278,Airport,Wincor Nixdorf,2020,Parts-Only,03-11-2008,0,52.76579256,6,751.3864511,9441,92.94418916,1.964648331,3.599792319,19
ATM_279,Shopping Mall,NCR,2005,Parts-Only,09-07-2021,3,43.38656638,,354.1711081,3473,121.0438029,2.981089569,3.192901531,21
ATM_280,Airport,NCR,2007,Parts-Only,16-06-2000,,16.34496404,7,600.2749127,7442,110.2453884,2.829919413,2.710650097,11
,Bank Branch,Diebold,2021,Full-Service,19-02-2005,,57.02420569,2,5182.939449,6066,85.94247021,4.45741913,0.118207804,6
ATM_282,Airport,Wincor Nixdorf,2003,Full-Service,21-06-2003,0,56.47795243,2,,7486,108.6085456,,2.672340629,
ATM_283,,Wincor Nixdorf,2020,Parts-Only,,5,50.09109524,4,499.4780699,6250,149.3231087,4.23343914,0.795949961,22
ATM_284,Standalone,NCR,2001,Self-Service,09-01-2006,4,49.39453201,3,622.006984,1964,79.10582549,3.412426627,0.459078976,10
,Airport,NCR,2001,Self-Service,24-08-2003,4,28.13741977,1,,11018,80.31795548,1.921218079,1.186090712,14
ATM_286,Shopping Mall,Diebold,2004,Full-Service,20-01-2011,3,,2,623.4547194,15257,,1.795782471,1.468769153,20
ATM_287,Bank Branch,NCR,2006,Parts-Only,20-06-2013,3,60.34872854,4,547.0952657,15978,96.77824509,0.308616785,1.202766796,20
ATM_288,Bank Branch,,2018,Full-Service,16-08-2010,2,49.11385708,1,623.1250158,9181,,2.563992322,,3
ATM_289,Standalone,,2020,,20-08-2007,3,48.26201833,1,416.3709504,13002,113.2811235,2.693906666,4.735022087,16
ATM_290,Bank Branch,NCR,2013,,18-06-2004,0,55.70144939,2,668.2802463,11858,100.9487563,1.279912535,1.794022217,8
ATM_291,Airport,,2010,Full-Service,30-07-2014,1,51.54353672,2,347.7671126,1725,80.57950642,,2.296369706,20
ATM_292,Bank Branch,Wincor Nixdorf,2022,,10-03-2012,1,54.90970627,,619.8378428,3728,149.5796769,3.576409603,1.461638463,11
ATM_293,,Wincor Nixdorf,2009,Parts-Only,24-01-2019,,43.66812032,2,548.2790803,11818,84.73216022,0.153891544,2.282013903,6
ATM_294,,Wincor Nixdorf,2014,Self-Service,02-09-2010,2,42.45573049,1,511.8069234,,81.9662248,2.148129508,3.902154609,9
ATM_295,Shopping Mall,NCR,,Parts-Only,01-12-2010,1,48.85912268,3,392.4783971,2770,77.94913117,0.84964359,1.487930764,22
,Airport,Wincor Nixdorf,2017,Self-Service,,2,51.05476567,,505.3181358,3720,100.1175645,0.467587617,2.114232387,6
ATM_297,,Diebold,2004,Self-Service,19-05-2016,,70.55175505,1,526.6802049,14220,106.2920259,0.327693694,1.822980923,1
ATM_298,,Diebold,2004,Parts-Only,14-01-2017,1,75.85099834,2,756.7999747,4450,53.11508373,4.600114451,4.96915782,5
ATM_299,Shopping Mall,Wincor Nixdorf,2001,Self-Service,25-07-2009,2,61.08731637,6,293.313007,14343,103.2161124,2.592750712,0.622133807,15
ATM_300,Shopping Mall,Diebold,2012,Full-Service,27-11-2017,2,51.97530581,2,494.3643963,18820,89.31654058,3.050859926,4.2659951,0
ATM_301,Shopping Mall,Diebold,2016,Self-Service,,3,44.99432557,3,485.4941647,13571,107.5948436,4.073031025,0.346927867,20
ATM_302,Standalone,Wincor Nixdorf,2023,Parts-Only,04-07-2018,1,57.0603142,5,503.394387,16504,91.02609686,0.307943054,4.65317043,6
,Shopping Mall,Wincor Nixdorf,2001,Self-Service,15-10-2003,1,41.53848808,0,,12694,125.1257219,2.343992946,3.462955632,12
,Bank Branch,Wincor Nixdorf,2008,,21-02-2012,1,,5,604.3514452,4707,62.29916717,1.820157236,0.520153767,11
ATM_305,Shopping Mall,NCR,2004,Self-Service,20-11-2018,,43.02942351,4,716.9167125,7044,76.35818501,3.888067991,3.934047994,3
ATM_306,Bank Branch,Wincor Nixdorf,2012,Full-Service,10-05-2005,4,62.33635267,3,843.4507207,4547,50.73762233,3.110924175,,
ATM_307,Standalone,Diebold,2010,,23-06-2023,1,67.08562902,2,644.4093741,12172,120.7958072,1.101826084,0.407145936,12
ATM_308,Shopping Mall,,2018,Full-Service,15-06-2011,2,76.3417642,1,442.1556426,18104,108.0355518,4.211718658,,4
ATM_309,Shopping Mall,NCR,2006,Full-Service,04-12-2008,1,47.32189171,2,605.4139041,4477,110.3552192,3.999695006,1.353265478,13
ATM_310,Bank Branch,Wincor Nixdorf,2001,Parts-Only,05-01-2001,3,25.01283673,5,636.6753826,9672,77.85764368,3.947305263,,
,Bank Branch,Diebold,2012,Parts-Only,22-03-2005,0,46.96514774,2,366.5283968,9401,94.97717979,,2.37692965,6
ATM_312,Bank Branch,,2003,Self-Service,10-02-2000,,,3,556.4863268,4382,53.80453042,1.191122313,,14
ATM_313,Bank Branch,Diebold,2022,Parts-Only,22-03-2021,0,70.14422325,2,479.6661283,17432,113.3728362,4.493198584,2.475172954,1
ATM_314,Bank Branch,NCR,2001,Self-Service,18-12-2018,2,63.07610023,1,285.1061879,5363,102.2026934,1.927308253,2.217731988,
,Bank Branch,Wincor Nixdorf,2004,,10-09-2006,1,47.17337141,3,434.9392261,13547,154.016181,1.53359377,,12
ATM_316,Standalone,Diebold,2017,Self-Service,23-01-2015,0,50.72615529,6,445.1905033,2450,106.6159402,1.371504169,2.446926609,22
ATM_317,Bank Branch,,,Parts-Only,,,27.36865851,0,514.1734524,6934,71.77336599,1.592562861,1.66668483,13
ATM_318,Bank Branch,Wincor Nixdorf,2021,Full-Service,07-04-2017,2,41.36067234,2,502.2304353,14335,100.3582984,2.911929143,3.30540407,
ATM_319,Standalone,,2014,Self-Service,08-12-2003,3,39.35797625,4,694.2248696,1889,100.4311461,0.410167448,,17
ATM_320,Shopping Mall,NCR,2004,Parts-Only,30-08-2012,1,40.09955649,5,,19606,96.06093869,1.111592356,2.738326433,16
ATM_321,Bank Branch,Diebold,,Parts-Only,21-08-2001,1,23.72695433,,340.7910638,7942,62.54353248,3.053995851,1.648521599,19
ATM_322,Shopping Mall,Diebold,2012,,07-10-2013,0,60.1931981,3,,14861,96.76458179,2.783784086,0.640513234,15
ATM_323,Standalone,Diebold,2009,Self-Service,,4,52.56598028,3,632.4338924,17171,78.36165307,0.94475964,4.446938787,16
ATM_324,Airport,Diebold,2005,Full-Service,28-03-2018,,,6,452.3138948,19127,109.9446746,3.060368559,0.685652351,15
ATM_325,Bank Branch,Diebold,2008,Full-Service,31-08-2005,2,57.30067199,1,555.7848807,2744,132.6366674,0.397769858,0.90599959,23
ATM_326,Airport,,,Parts-Only,24-12-2021,1,338.3861673,5,667.690421,13251,108.3983579,,2.871037299,
ATM_327,Airport,Diebold,2002,Self-Service,10-01-2015,0,45.86190459,0,741.6956109,,,0.582617858,1.032136052,6
,Shopping Mall,NCR,2008,Self-Service,20-08-2003,,36.50044342,4,549.9713679,16816,110.4880085,4.766680427,1.982332413,
ATM_329,Airport,NCR,2017,Self-Service,,2,46.07491511,,527.943967,18809,83.18526787,4.553468217,1.25395847,11
ATM_330,Bank Branch,Diebold,,Parts-Only,08-04-2001,2,41.45299252,5,654.3256272,14048,115.0732715,2.957852753,1.866762564,0
ATM_331,Airport,,2020,Full-Service,,2,35.15242967,1,297.4195451,18151,106.033201,0.299916354,4.166434973,5
ATM_332,Shopping Mall,Diebold,2010,Self-Service,22-01-2001,2,49.24181141,5,220.7109925,10252,108.764881,3.204905359,4.67675233,1
ATM_333,Bank Branch,Diebold,2012,Full-Service,11-05-2002,2,50.27555606,3,449.7488166,17034,105.820456,0.757390578,3.66222383,21
,Bank Branch,NCR,2014,Parts-Only,16-11-2021,,42.71748194,6,572.5752413,12234,,,2.471073422,6
ATM_335,Shopping Mall,NCR,2016,Self-Service,13-01-2024,1,51.27784276,5,65.85678505,11726,96.05233182,4.047382253,3.527519677,
ATM_336,Shopping Mall,Diebold,,Parts-Only,14-11-2018,4,27.32225141,2,491.6878801,6328,,4.376326348,4.754907902,1
ATM_337,Standalone,Wincor Nixdorf,2016,Parts-Only,26-04-2012,5,49.98975598,3,,9558,86.09859979,0.172744727,4.052033928,
ATM_338,Standalone,Diebold,2007,Parts-Only,25-10-2021,2,57.9794452,5,651.2698012,,125.8853941,1.607857216,2.313087416,
ATM_339,Shopping Mall,Wincor Nixdorf,2023,Self-Service,12-02-2010,3,40.67551291,1,598.6607687,7576,87.23756107,1.363177646,1.100639273,4
ATM_340,Standalone,Wincor Nixdorf,2007,Parts-Only,18-05-2018,2,48.46947144,2,435.3210839,10689,102.1672283,,0.988094437,5
ATM_341,Standalone,,2005,Full-Service,04-09-2013,2,49.20483286,4,640.1091355,18893,110.6986322,3.168856815,3.065216656,18
ATM_342,Airport,Wincor Nixdorf,2013,Self-Service,10-05-2015,2,30.54961251,2,550.5082246,6314,106.9985537,3.9247241,4.325647755,7
ATM_343,Bank Branch,Wincor Nixdorf,2000,Parts-Only,22-03-2006,2,60.80472048,4,,11071,144.1578864,2.220724029,4.694175119,12
ATM_344,Standalone,NCR,,,24-01-2015,3,33.59147767,5,509.6514703,12548,117.7572349,2.724885049,2.916483362,2
ATM_345,Airport,Diebold,2004,Self-Service,16-05-2001,0,,3,548.3809136,12737,98.88069142,,,11
ATM_346,Bank Branch,Diebold,2017,Full-Service,05-07-2008,0,39.07391627,2,354.732074,4061,79.86529323,0.564833036,4.384628248,15
ATM_347,Standalone,NCR,2016,Full-Service,26-02-2011,3,40.44030271,4,638.9135177,11018,108.783014,1.494608875,4.005486428,
ATM_348,Standalone,Wincor Nixdorf,2011,Parts-Only,24-10-2012,3,,3,696.6216233,2693,77.25345548,4.664132719,4.364752878,19
ATM_349,Airport,Diebold,2000,Self-Service,18-03-2017,3,82.08734577,4,504.0722333,1513,133.4233282,0.976260914,4.759823212,
ATM_350,Shopping Mall,NCR,2006,Self-Service,21-02-2012,1,60.3268376,1,613.4164623,6616,133.4084322,0.279641676,4.331470398,22
,Airport,Wincor Nixdorf,2018,Self-Service,14-04-2009,1,29.0411952,2,558.0819643,6111,,0.430018855,0.870096222,
ATM_352,,Diebold,2004,Self-Service,16-03-2014,3,51.79348148,3,443.4743107,11120,,,1.031524121,
ATM_353,Shopping Mall,NCR,2021,Parts-Only,19-01-2021,2,48.6517876,2,,6749,93.50684122,2.736520834,2.490263258,2
ATM_354,Airport,Wincor Nixdorf,2000,Self-Service,01-07-2014,2,60.76214253,10,524.8645347,9168,96.41043957,3.242994976,2.519892866,16
ATM_355,Airport,,2019,Parts-Only,11-02-2011,2,47.86907685,5,304.5535655,,93.45021275,4.300940699,,7
ATM_356,Bank Branch,NCR,2015,Parts-Only,14-01-2020,,68.52957347,2,426.9667509,5047,101.6391147,,,
ATM_357,Shopping Mall,,2023,Parts-Only,23-12-2001,1,50.84459208,8,295.5890109,12304,91.32768737,0.456730871,1.838961433,10
ATM_358,Bank Branch,,2002,,02-07-2016,1,79.53183974,,591.9362862,10050,115.0366212,,1.596444789,23
ATM_359,Bank Branch,Diebold,2022,Self-Service,29-07-2001,1,61.63418802,,546.5269848,10186,114.7739486,1.583175619,3.463010512,9
ATM_360,Bank Branch,NCR,2017,,04-08-2018,,61.8991789,4,648.2919783,4222,118.3777911,0.874767739,2.587261709,10
ATM_361,Airport,NCR,2003,Parts-Only,02-01-2014,3,38.04165357,5,590.7794536,12585,,3.113542816,4.72168672,13
ATM_362,Airport,Wincor Nixdorf,2002,Parts-Only,10-10-2002,1,47.06842146,4,463.3086221,10655,116.3984432,0.023602465,3.066599616,5
ATM_363,Airport,NCR,2021,Self-Service,26-05-2013,4,44.28722218,2,415.2707311,13342,66.3777733,0.865494127,4.88538041,8
ATM_364,Shopping Mall,Wincor Nixdorf,2017,Self-Service,19-03-2016,,52.14499239,3,398.4883137,16047,86.11001258,3.78244474,,11
ATM_365,Standalone,NCR,2018,Self-Service,21-11-2021,2,47.83762884,3,550.7326003,,109.8692616,2.402074183,1.359205209,
ATM_366,Bank Branch,NCR,,Full-Service,08-01-2006,2,57.48686071,3,741.8228956,,105.7703086,3.984980102,2.170910642,16
ATM_367,Shopping Mall,Diebold,2002,Self-Service,27-11-2003,1,55.59577273,1,511.2074836,5142,74.76043949,1.777095207,3.447231473,19
ATM_368,Airport,NCR,,Full-Service,,4,51.54318907,4,710.3109499,,,3.252821891,3.237102977,7
ATM_369,Airport,NCR,2017,Self-Service,05-09-2013,3,51.18669731,3,,2426,75.10865675,2.557490132,,
ATM_370,Standalone,,2012,Self-Service,19-05-2010,,69.12699123,1,425.1960499,,106.5933479,1.941116037,4.19690327,12
ATM_371,Airport,NCR,,Self-Service,09-07-2003,2,60.99174866,5,488.9187305,5441,110.6979136,3.956345181,2.548833492,15
ATM_372,Shopping Mall,NCR,2016,Parts-Only,14-06-2021,2,60.2978663,3,677.9512254,7748,91.74275704,0.867644831,1.324831156,10
ATM_373,Bank Branch,Diebold,2002,Full-Service,09-12-2001,0,66.82194778,1,713.9600196,6933,,1.841719293,3.069767598,12
ATM_374,Bank Branch,Diebold,2012,Full-Service,11-07-2009,1,29.93592858,,296.8103646,15453,116.735934,,0.540326059,13
ATM_375,Airport,Diebold,2019,Full-Service,19-09-2008,2,51.99827047,3,525.8618564,16228,117.3708384,4.690148906,3.929525534,
,Airport,,2014,Parts-Only,19-07-2000,1,58.58073245,1,520.7114296,12922,85.59297529,2.724918006,0.12182503,0
ATM_377,Standalone,Wincor Nixdorf,2020,Parts-Only,04-06-2021,1,68.64750203,3,507.3231874,15356,83.89631431,4.392553161,4.252047038,5
ATM_378,Bank Branch,Wincor Nixdorf,2007,Self-Service,15-05-2005,5,,2,5676.77128,2606,119.5881425,0.434835202,4.550599464,20
ATM_379,Standalone,NCR,2022,Full-Service,01-06-2022,1,,6,271.25773,16279,113.72239,3.291757162,3.252355947,1
ATM_380,Bank Branch,Diebold,2003,Parts-Only,12-01-2021,3,14.69513485,3,,17183,,0.960624546,2.801257667,23
ATM_381,Airport,NCR,2004,Full-Service,03-02-2015,0,523.8896053,4,487.763188,15833,109.3214284,,3.108522274,9
ATM_382,Shopping Mall,,2020,Parts-Only,18-01-2000,3,67.1026001,2,533.1689656,1242,131.7390889,,0.657463299,
ATM_383,Airport,Wincor Nixdorf,2001,Self-Service,04-12-2010,5,62.81928018,1,392.1094479,3959,89.15549252,1.823091422,4.492439899,17
ATM_384,Bank Branch,Wincor Nixdorf,2014,Self-Service,17-10-2014,3,66.95730094,4,468.0905379,4509,93.265308,4.323148815,1.628391498,4
ATM_385,Airport,,2016,Full-Service,06-02-2003,4,41.41251967,1,331.4570512,1137,76.80061394,3.599219714,,10
ATM_386,,Wincor Nixdorf,2013,Parts-Only,10-09-2020,1,51.72066977,4,,,106.8177712,3.039634461,,3
ATM_387,Airport,Wincor Nixdorf,2023,Self-Service,12-09-2023,3,80.94038891,2,,2024,104.9714566,4.038090654,3.384984502,9
ATM_388,Shopping Mall,,2003,Self-Service,,4,61.98798965,2,685.8537331,14275,128.6140751,0.682111953,2.705269619,20
ATM_389,Shopping Mall,Wincor Nixdorf,2004,Full-Service,20-10-2023,2,39.68387751,3,667.7063495,5198,72.61521698,0.012828177,,21
ATM_390,Standalone,Wincor Nixdorf,2015,Full-Service,22-12-2000,4,36.78741324,5,563.7386914,10526,91.50823793,4.901857089,,4
ATM_391,Airport,Diebold,2004,Full-Service,05-10-2011,1,55.85653838,2,356.6492236,1316,103.65393,2.593946472,1.702800672,12
ATM_392,,Wincor Nixdorf,,Full-Service,01-04-2011,0,75.10162055,3,276.1589026,1931,,0.683393955,2.328747336,9
ATM_393,Standalone,Wincor Nixdorf,2009,Self-Service,10-06-2015,1,47.70480888,3,436.3164686,12845,145.6542636,4.834230261,0.241224377,15
ATM_394,Standalone,Wincor Nixdorf,2016,Parts-Only,29-12-2002,2,61.82948786,2,730.741368,15362,85.61439141,3.022200142,,11
ATM_395,Bank Branch,Diebold,,,28-11-2018,2,30.21895043,2,512.2832252,19004,124.4548061,1.825470286,,20
ATM_396,Standalone,NCR,2007,Parts-Only,01-12-2023,1,66.52366958,,453.2089781,4082,74.90757848,3.296732037,4.332498093,19
ATM_397,Standalone,NCR,2010,Self-Service,25-06-2019,2,71.3917904,4,374.962262,5474,92.73920859,1.871570296,4.249822189,21
,Shopping Mall,NCR,2006,Self-Service,27-06-2000,,76.47654672,4,492.7684227,7340,84.96909768,0.265182942,1.413357548,15
ATM_399,,Wincor Nixdorf,2003,Full-Service,19-11-2002,2,36.93324704,3,464.366705,15280,104.3016842,4.674059575,3.540732685,4
,Airport,Diebold,2017,Parts-Only,04-03-2009,,38.09705283,1,,5187,109.3179001,1.014809128,4.685840221,21
ATM_401,Bank Branch,Wincor Nixdorf,2001,Parts-Only,17-03-2011,5,33.68557538,6,388.7398947,3086,90.38265628,0.937778899,,21
ATM_402,Standalone,Wincor Nixdorf,2002,Self-Service,15-03-2021,1,77.18156037,,527.7516663,14406,79.18274659,2.801180079,3.031042277,23
ATM_403,Airport,Diebold,2008,Self-Service,21-09-2009,1,39.44447127,1,458.4451673,7706,113.985004,1.174962252,0.056360328,2
ATM_404,Bank Branch,Diebold,2009,Self-Service,20-05-2017,3,50.50134547,3,652.8603023,2090,68.29833079,4.803143197,0.806390061,5
