Customer_ID,Year,Customer_Satisfaction_Score,Net_Promoter_Score,Customer_Feedback_Volume,Service_Interaction_Quality,Response_Time_Minutes,Resolution_Time_Minutes,Repeat_Purchase_Rate,Customer_Loyalty_Metric,Customer_Age,Customer_Gender,Customer_Income,Customer_Region,Issue_Category
378,2005,2,89,7,2,39,434,33,4,24,Female,90000,West,Billing
379,2012,9,-49,1,4,29,595,61,5,24,Female,60000,North,Service
380,2014,8,-12,2,2,46,41,31,10,25,Female,60000,Midwest,Service
381,2015,3,26,4,3,19,238,93,2,48,Female,60000,North,Billing
382,2016,8,68,4,1,26,194,43,7,34,Female,90000,East,Technical
383,2017,1,-70,3,3,10,323,49,4,48,Female,90000,East,Service
384,2016,10,100,5,3,56,548,78,2,64,Other,50000,Midwest,Service
385,2018,4,26,5,3,31,107,37,6,58,Female,40000,Midwest,Billing
386,2006,3,49,2,3,28,463,63,2,66,Male,50000,Midwest,Technical
387,2022,6,6,4,5,25,106,63,10,28,Female,50000,North,Technical
388,2007,7,-88,3,3,11,77,50,2,55,Female,60000,East,Billing
389,2021,4,-56,2,5,33,111,61,7,58,Other,60000,Midwest,Service
390,2013,5,26,5,5,36,238,37,1,79,Male,60000,Midwest,Billing
391,2014,9,6,5,1,36,474,45,7,48,Male,30000,Midwest,Billing
392,2006,2,13,6,2,57,551,69,10,69,Other,40000,Midwest,Technical
393,2013,3,76,2,5,9,58,56,5,19,Other,90000,Midwest,Service
394,2011,5,-81,4,5,8,333,63,5,21,Male,60000,South,Service
395,2008,5,-20,6,1,26,494,64,6,67,Other,30000,North,Technical
396,2013,8,81,5,2,31,531,81,7,45,Male,90000,Midwest,Service
397,2017,10,63,3,4,39,475,44,1,50,Female,90000,East,Service
398,2015,8,28,8,4,21,519,92,9,28,Female,60000,East,Billing
399,2008,8,42,7,2,54,457,82,7,20,Female,90000,Midwest,Billing
400,2008,9,6,3,3,54,322,95,1,57,Male,90000,North,Billing
401,2014,5,6,6,1,28,388,63,3,22,Female,50000,East,Service
402,2009,5,-43,4,2,6,120,90,5,69,Female,60000,West,Service
403,2013,5,-29,5,4,17,82,93,4,48,Male,70000,West,Service
404,2007,8,8,5,5,58,322,63,2,48,Other,50000,South,Service
405,2021,7,-78,7,4,31,322,84,1,71,Female,30000,Midwest,Technical
406,2007,9,73,5,5,31,185,88,4,54,Male,50000,East,Technical
407,2020,8,-29,5,1,7,31,32,7,77,Other,60000,South,Service
408,2008,2,-93,5,5,41,386,46,4,48,Female,70000,Midwest,Billing
409,2022,10,6,7,2,41,598,63,9,61,Female,60000,South,Billing
410,2021,5,10,5,5,41,87,67,8,39,Other,40000,South,Technical
411,2011,6,86,5,3,7,283,64,8,58,Male,90000,East,Technical
412,2009,2,-88,9,2,39,209,30,5,70,Female,80000,East,Service
413,2016,7,66,3,1,56,522,58,1,30,Female,40000,East,Service
414,2021,3,55,6,2,27,64,33,9,71,Female,40000,Midwest,Service
415,2017,3,88,1,3,32,104,90,2,69,Other,90000,South,Service
416,2007,5,-85,5,1,34,318,46,6,78,Male,60000,South,Service
417,2013,8,6,8,4,22,400,57,10,20,Other,40000,Midwest,Billing
418,2021,5,6,5,3,31,358,79,5,30,Male,70000,West,Billing
419,2021,1,44,9,1,40,333,37,10,45,Male,90000,North,Service
420,2020,1,-71,6,5,31,250,63,8,48,Other,60000,West,Billing
421,2017,7,2,8,2,30,193,88,5,48,Female,60000,Midwest,Service
422,2021,8,-88,8,1,52,322,47,6,28,Male,40000,South,Service
423,2008,5,-5,3,2,44,484,88,6,38,Other,60000,South,Technical
424,2016,5,6,7,5,21,404,56,10,69,Female,80000,East,Billing
425,2013,4,6,7,1,44,249,45,3,38,Male,30000,East,Billing
426,2016,6,-88,6,4,11,283,39,7,48,Male,60000,South,Technical
427,2013,6,70,7,3,12,217,51,4,34,Female,60000,South,Billing
428,2013,3,-7,2,1,57,220,63,5,65,Male,50000,Midwest,Technical
429,2018,5,6,9,5,35,418,41,9,31,Female,60000,East,Billing
430,2019,7,11,1,1,16,322,80,6,50,Male,90000,East,Service
431,2020,1,-46,1,2,52,404,30,10,28,Male,40000,West,Technical
432,2009,7,-20,3,1,35,115,56,4,30,Female,60000,South,Service
433,2007,5,67,3,4,48,503,96,8,18,Other,60000,South,Service
434,2016,5,15,1,1,31,560,41,9,48,Female,80000,Midwest,Billing
435,2008,2,6,7,3,14,76,59,10,26,Other,70000,West,Technical
436,2020,4,100,4,1,43,322,38,5,30,Female,60000,North,Service
437,2011,6,79,2,2,16,504,82,2,54,Male,70000,North,Service
438,2017,10,7,5,1,24,175,90,6,47,Other,70000,North,Technical
439,2014,7,-48,6,4,41,411,83,8,58,Other,70000,Midwest,Billing
440,2013,5,27,9,5,52,95,66,5,62,Male,60000,East,Service
441,2018,5,79,4,1,45,546,94,1,54,Female,50000,North,Billing
442,2009,5,57,5,1,11,122,71,8,64,Other,60000,Midwest,Technical
443,2007,1,60,5,3,56,455,78,9,79,Male,70000,East,Billing
444,2015,4,-44,3,4,58,497,33,1,24,Male,40000,East,Technical
445,2015,9,-49,2,5,18,123,93,8,31,Other,60000,North,Billing
446,2022,4,6,1,2,15,162,80,10,79,Other,30000,East,Billing
447,2019,2,81,2,1,11,322,63,2,65,Other,30000,West,Service
448,2016,10,10,6,5,33,370,60,4,23,Male,80000,West,Billing
449,2013,5,-100,8,2,14,343,87,2,51,Female,70000,North,Service
450,2014,3,-57,3,4,33,241,63,2,33,Female,70000,Midwest,Technical
451,2016,9,-26,9,4,13,549,51,10,68,Other,50000,East,Technical
452,2021,4,-3,9,3,40,188,32,3,54,Female,90000,South,Service
453,2010,6,-92,2,2,52,297,76,8,53,Male,70000,North,Billing
454,2011,2,-69,5,4,14,503,67,4,63,Other,70000,Midwest,Technical
455,2013,6,6,5,5,23,439,62,7,76,Female,60000,Midwest,Technical
456,2017,3,6,4,4,35,503,77,10,23,Male,90000,North,Service
457,2012,9,84,5,4,21,385,94,3,25,Male,70000,North,Service
458,2014,2,35,4,4,13,222,55,10,41,Other,60000,Midwest,Technical
459,2013,9,-29,8,3,49,300,37,5,20,Female,60000,Midwest,Technical
460,2022,5,6,4,2,31,143,79,2,21,Female,60000,East,Technical
461,2006,8,89,5,5,38,552,63,6,49,Female,60000,North,Technical
462,2009,2,-89,2,5,49,84,39,6,18,Female,50000,North,Service
463,2009,6,-36,5,2,28,94,71,1,51,Other,60000,East,Service
464,2010,3,6,5,2,13,322,66,7,62,Male,50000,North,Service
465,2012,10,6,5,2,31,531,55,4,26,Male,60000,North,Technical
466,2020,5,6,5,2,31,391,41,3,48,Other,60000,North,Service
467,2017,8,14,7,1,31,175,78,8,48,Male,40000,West,Billing
468,2005,10,38,4,5,43,238,63,2,27,Male,50000,West,Billing
469,2021,1,2,8,1,10,315,75,9,67,Female,80000,Midwest,Technical
470,2011,5,70,7,4,54,39,64,8,61,Male,40000,Midwest,Billing
471,2017,3,-6,7,4,55,215,58,8,71,Male,60000,East,Service
472,2008,4,-84,9,5,15,493,41,3,79,Other,90000,Midwest,Billing
473,2008,2,59,5,4,16,322,73,4,65,Female,70000,Midwest,Billing
474,2010,9,-100,6,2,46,200,63,5,40,Female,60000,West,Service
475,2016,3,67,6,1,31,242,31,2,23,Male,50000,South,Billing
476,2011,2,50,6,2,16,559,88,4,41,Other,80000,Midwest,Billing
477,2014,5,-45,5,4,25,531,46,6,74,Female,50000,Midwest,Billing
478,2013,9,33,7,1,14,56,39,5,41,Female,60000,North,Billing
479,2007,7,-15,6,2,24,97,63,1,38,Male,50000,East,Technical
480,2017,6,77,1,5,54,437,51,10,73,Female,40000,South,Technical
481,2017,1,1,3,2,40,581,87,1,59,Other,90000,East,Service
482,2022,5,6,2,4,32,322,82,6,48,Other,90000,Midwest,Billing
483,2012,3,91,5,1,28,103,63,3,48,Female,40000,Midwest,Service
484,2013,1,-47,5,5,9,291,90,3,75,Other,60000,Midwest,Technical
485,2013,4,99,3,1,41,397,60,5,58,Other,30000,Midwest,Billing
486,2005,2,76,5,5,16,266,60,1,47,Male,40000,Midwest,Billing
487,2007,2,14,8,1,39,395,95,1,73,Female,40000,West,Technical
488,2017,3,38,5,4,44,315,48,10,51,Female,60000,Midwest,Billing
489,2021,8,-13,8,3,58,407,82,3,35,Male,60000,Midwest,Billing
490,2005,8,-52,6,3,31,405,51,8,29,Male,50000,North,Technical
491,2010,7,48,5,3,54,322,52,1,52,Male,40000,Midwest,Service
492,2010,6,14,9,1,45,38,44,10,24,Male,50000,Midwest,Service
493,2016,9,93,7,2,49,225,55,4,58,Other,50000,North,Billing
494,2013,4,-38,8,3,43,319,63,9,57,Other,60000,Midwest,Technical
495,2017,1,3,1,3,46,322,49,5,42,Male,60000,Midwest,Service
496,2019,8,-18,2,4,13,418,63,10,48,Female,60000,South,Service
497,2020,7,2,8,2,31,592,68,8,18,Female,80000,Midwest,Billing
498,2015,7,55,9,3,51,593,47,7,63,Female,40000,Midwest,Service
499,2009,3,-84,4,5,9,37,70,3,33,Male,60000,Midwest,Technical
500,2008,4,-95,9,3,16,398,99,5,77,Other,30000,West,Service
501,2007,10,46,4,1,5,74,56,7,65,Other,30000,East,Service
502,2022,9,83,9,1,48,373,44,5,21,Other,60000,Midwest,Technical
503,2019,6,-73,7,2,31,404,66,5,46,Other,80000,Midwest,Billing
504,2013,5,93,2,5,42,56,87,2,55,Female,90000,North,Service
505,2021,5,-63,9,5,55,222,34,9,64,Female,90000,South,Billing
506,2018,9,18,4,3,23,386,36,1,45,Other,40000,East,Service
507,2013,5,-64,8,2,20,91,70,7,48,Male,60000,North,Billing
508,2005,5,14,7,5,35,91,39,4,25,Other,60000,West,Billing
509,2007,4,-33,7,1,31,451,91,2,49,Other,30000,North,Billing
510,2020,4,76,5,3,7,580,55,2,50,Male,80000,North,Service
511,2015,5,-58,1,4,27,409,97,8,30,Other,40000,West,Billing
512,2016,7,63,5,1,31,306,53,7,44,Female,50000,Midwest,Technical
513,2014,9,-43,2,2,31,460,70,7,35,Male,40000,Midwest,Service
514,2020,3,-88,2,5,30,144,94,5,35,Male,70000,North,Technical
515,2012,2,6,1,1,17,150,46,10,30,Other,40000,Midwest,Billing
516,2010,3,-43,5,4,22,554,53,8,39,Female,50000,South,Service
517,2016,1,-69,2,4,7,445,56,2,79,Female,70000,Midwest,Technical
518,2012,6,100,4,2,27,322,36,2,31,Female,90000,West,Billing
519,2008,7,87,3,1,7,366,63,5,28,Other,80000,Midwest,Service
520,2012,2,-18,3,3,59,408,32,1,56,Other,60000,Midwest,Service
521,2022,8,85,2,1,29,353,39,6,48,Female,60000,Midwest,Service
522,2009,6,-2,6,4,31,322,62,4,70,Other,40000,North,Service
523,2013,4,3,2,2,31,93,75,6,39,Female,90000,Midwest,Service
524,2008,5,83,8,2,31,130,88,7,53,Other,60000,South,Billing
525,2021,8,-73,8,3,56,351,81,3,34,Male,40000,South,Service
526,2013,3,6,5,2,43,95,35,8,68,Male,60000,South,Technical
527,2005,3,69,7,2,29,586,31,7,49,Other,30000,East,Technical
528,2017,4,-53,4,2,28,322,58,1,31,Other,50000,West,Service
529,2020,1,-61,1,2,12,482,69,6,59,Female,90000,East,Billing
530,2017,9,6,2,2,13,288,63,7,74,Male,60000,North,Billing
531,2018,8,90,4,4,50,455,97,4,46,Female,90000,South,Billing
532,2007,8,6,1,1,41,207,97,2,23,Female,60000,South,Technical
533,2010,10,13,8,5,34,309,58,10,67,Female,80000,Midwest,Billing
534,2022,6,31,9,2,57,373,91,9,74,Female,30000,Midwest,Service
535,2009,7,65,4,5,23,46,89,7,21,Female,70000,South,Service
536,2013,6,54,3,5,57,325,70,1,28,Male,70000,Midwest,Service
537,2006,9,36,2,4,20,231,94,8,62,Female,60000,Midwest,Billing
538,2014,3,10,5,2,28,223,93,3,48,Other,90000,West,Service
539,2022,5,43,3,5,48,322,92,5,27,Female,40000,East,Service
540,2017,3,83,7,2,25,404,77,5,72,Other,90000,West,Technical
541,2009,10,-25,6,3,40,64,49,1,45,Other,60000,Midwest,Technical
542,2005,3,-70,1,3,44,398,66,6,28,Other,70000,South,Billing
543,2005,9,6,8,3,43,58,93,10,52,Male,40000,Midwest,Billing
544,2022,4,6,2,3,51,250,34,6,32,Female,60000,Midwest,Billing
545,2019,7,-76,5,3,10,82,63,2,25,Other,60000,Midwest,Billing
546,2021,9,-67,9,3,9,382,68,10,48,Male,90000,West,Billing
547,2015,7,-34,8,4,31,322,96,6,67,Female,90000,North,Service
548,2021,9,6,5,5,57,105,91,8,76,Male,30000,Midwest,Technical
549,2017,3,17,9,3,49,523,53,5,38,Male,40000,South,Technical
550,2005,4,-28,5,1,46,551,32,4,18,Female,60000,South,Service
551,2006,8,-75,5,2,54,322,100,4,46,Female,50000,South,Service
552,2013,6,47,3,2,8,309,96,5,41,Female,90000,South,Technical
553,2007,5,91,3,2,31,204,79,6,47,Other,80000,Midwest,Service
554,2005,4,3,8,2,28,324,58,8,57,Female,80000,Midwest,Billing
555,2020,8,-91,2,1,15,322,61,8,52,Female,90000,Midwest,Technical
556,2010,1,-34,2,3,21,547,68,7,50,Female,50000,West,Billing
557,2021,9,6,5,3,54,50,38,3,37,Other,70000,Midwest,Technical
558,2009,1,-96,6,4,25,102,43,10,74,Male,80000,South,Service
559,2009,8,94,2,5,30,65,97,1,33,Other,60000,Midwest,Technical
560,2010,5,85,5,5,47,536,93,5,26,Male,90000,Midwest,Billing
561,2007,9,-74,7,4,52,262,49,10,48,Female,90000,North,Service
562,2009,5,12,8,2,48,526,63,10,34,Other,90000,Midwest,Service
563,2009,3,-86,7,1,49,235,43,5,76,Other,50000,Midwest,Service
564,2013,9,62,8,3,31,455,73,10,48,Female,70000,West,Billing
565,2014,9,4,9,5,20,73,68,2,65,Other,40000,Midwest,Service
566,2013,4,80,5,3,59,120,57,7,40,Other,90000,North,Technical
567,2013,4,-57,5,1,30,499,93,3,23,Male,40000,South,Billing
568,2013,8,-75,4,5,57,496,61,8,47,Other,60000,East,Technical
569,2018,2,74,9,3,37,483,38,9,72,Other,60000,West,Service
570,2005,9,61,5,1,35,362,57,8,24,Female,60000,North,Service
571,2017,6,-6,2,3,52,536,46,5,73,Female,60000,West,Billing
572,2017,9,77,8,2,51,322,84,5,48,Female,80000,Midwest,Technical
573,2008,8,-17,7,1,10,50,39,3,57,Female,60000,South,Service
574,2013,7,39,8,3,48,322,35,3,59,Female,60000,Midwest,Technical
575,2021,1,31,3,2,12,405,77,7,48,Other,90000,Midwest,Service
576,2012,3,-14,4,2,11,159,96,5,28,Other,50000,Midwest,Billing
577,2006,2,75,5,1,38,443,63,6,51,Female,60000,Midwest,Technical
578,2012,5,82,6,4,48,100,63,5,29,Female,70000,South,Technical
579,2011,5,6,1,3,31,433,71,9,77,Female,50000,East,Billing
580,2006,5,100,5,1,18,591,100,1,77,Other,60000,East,Billing
581,2007,4,-12,5,3,20,426,57,8,69,Male,80000,Midwest,Billing
582,2022,5,-35,7,2,47,366,42,10,69,Female,60000,Midwest,Billing
583,2016,3,57,5,1,56,534,44,5,62,Female,40000,South,Service
584,2005,1,30,1,4,13,305,65,6,64,Female,60000,South,Service
585,2016,5,21,7,5,14,322,44,6,44,Female,70000,North,Service
586,2009,9,48,8,3,21,32,85,1,75,Female,50000,Midwest,Billing
587,2021,9,-17,7,1,16,253,33,3,48,Male,60000,East,Service
588,2020,4,76,4,5,10,204,81,6,30,Other,50000,North,Service
589,2019,3,15,8,3,23,414,63,9,25,Female,30000,West,Technical
590,2019,1,89,5,2,47,270,63,6,33,Female,60000,South,Technical
591,2009,5,15,5,3,45,322,58,6,79,Female,90000,East,Technical
592,2018,8,-63,5,1,57,322,82,5,78,Female,90000,North,Service
593,2006,1,42,5,2,33,224,58,5,46,Other,80000,Midwest,Billing
594,2015,8,9,9,2,10,426,52,4,52,Other,50000,West,Technical
595,2011,7,79,5,3,29,460,86,2,77,Female,50000,North,Service
596,2010,8,-55,6,3,28,335,63,5,46,Other,80000,Midwest,Technical
597,2006,6,-76,4,1,29,322,50,3,48,Male,60000,East,Service
598,2010,9,-80,6,1,20,322,72,3,30,Other,40000,East,Service
599,2022,3,20,8,1,56,32,39,5,29,Male,60000,Midwest,Billing
600,2006,10,21,3,2,20,581,59,1,68,Male,60000,Midwest,Service
601,2022,4,32,5,4,10,481,80,5,78,Other,60000,South,Technical
602,2019,6,-31,2,3,41,524,63,1,19,Female,40000,East,Service
603,2006,8,12,2,2,25,446,47,4,50,Other,40000,Midwest,Technical
604,2010,5,6,7,3,31,420,51,6,25,Male,30000,South,Billing
605,2005,3,6,6,4,38,402,93,1,79,Male,60000,South,Service
606,2019,6,7,4,5,32,81,50,7,58,Other,80000,North,Billing
607,2014,5,-54,5,1,42,405,30,10,74,Male,70000,North,Service
608,2021,5,95,1,3,45,424,44,5,48,Other,60000,East,Billing
609,2009,3,-10,5,2,32,171,65,3,57,Other,40000,South,Technical
610,2008,4,-83,8,3,21,115,76,4,70,Female,40000,North,Service
611,2014,7,48,9,5,18,493,83,6,66,Male,80000,Midwest,Billing
612,2021,7,3,8,1,31,75,63,7,48,Other,90000,Midwest,Billing
613,2013,4,50,5,3,26,267,87,4,49,Female,70000,Midwest,Technical
614,2021,5,91,3,5,55,39,75,10,55,Other,40000,Midwest,Technical
615,2009,3,94,5,2,5,559,83,5,45,Other,90000,South,Service
616,2006,6,-61,6,4,33,207,62,5,32,Female,30000,Midwest,Billing
617,2010,2,6,5,3,56,35,68,9,40,Other,70000,South,Billing
618,2006,8,-12,3,3,35,336,52,10,41,Female,90000,East,Technical
619,2017,2,79,6,3,34,577,72,6,30,Male,30000,East,Service
620,2015,7,99,3,2,19,356,84,2,38,Female,50000,Midwest,Technical
621,2015,9,-40,6,2,22,322,31,5,71,Female,60000,Midwest,Technical
622,2020,1,91,5,2,39,424,95,4,48,Male,40000,Midwest,Service
623,2015,8,-96,2,1,54,329,67,9,30,Female,90000,East,Billing
624,2019,7,21,8,5,31,322,58,3,48,Female,70000,North,Billing
625,2020,6,80,4,3,38,322,96,6,40,Other,30000,East,Billing
626,2015,6,-46,9,3,46,359,100,2,67,Female,60000,Midwest,Service
627,2020,6,-64,5,3,15,79,65,1,48,Other,60000,North,Service
628,2012,9,6,2,3,31,407,58,5,60,Female,60000,North,Service
629,2008,5,86,4,4,28,567,66,8,45,Male,60000,West,Service
630,2012,1,1,5,1,39,173,74,10,31,Male,60000,South,Service
631,2008,6,6,3,4,43,89,45,10,34,Female,40000,Midwest,Technical
632,2007,10,96,9,1,12,104,60,2,41,Other,90000,South,Billing
633,2007,8,-28,5,3,55,32,63,10,70,Female,60000,West,Service
634,2022,3,-42,2,1,31,477,79,9,75,Other,60000,South,Billing
635,2009,10,-99,3,5,17,304,94,8,51,Female,40000,Midwest,Service
636,2022,1,92,9,3,49,559,91,5,68,Male,60000,West,Billing
637,2014,9,3,7,5,28,322,72,1,65,Male,60000,South,Technical
638,2010,1,87,2,3,55,514,85,4,39,Other,60000,East,Service
639,2005,3,-50,9,4,27,358,63,8,27,Female,50000,North,Billing
640,2009,8,-71,4,3,16,284,77,3,71,Other,40000,West,Service
641,2013,3,-90,9,3,53,322,78,10,25,Male,80000,East,Billing
642,2013,4,7,2,3,34,322,73,2,38,Other,60000,Midwest,Technical
643,2018,8,-25,4,4,35,579,39,7,48,Female,60000,North,Technical
644,2006,1,66,5,4,32,353,49,5,24,Other,80000,West,Technical
645,2021,6,-11,2,3,26,233,99,6,43,Female,90000,Midwest,Service
646,2018,5,22,1,4,48,201,37,5,30,Female,90000,Midwest,Service
647,2017,5,99,7,4,32,322,74,2,33,Female,60000,Midwest,Service
648,2013,5,90,1,3,17,274,63,10,48,Female,60000,West,Service
649,2019,4,6,8,5,29,365,80,2,48,Female,60000,Midwest,Service
650,2019,1,88,3,4,48,327,33,9,22,Female,90000,South,Technical
651,2015,10,24,5,4,55,322,68,10,49,Other,40000,North,Billing
652,2013,7,81,7,4,50,363,53,2,33,Male,70000,Midwest,Technical
653,2021,5,6,1,4,11,540,84,8,64,Other,40000,Midwest,Service
654,2008,5,-7,6,3,49,412,55,8,26,Other,30000,Midwest,Technical
655,2005,1,100,7,5,10,228,54,5,39,Male,40000,Midwest,Billing
656,2012,10,2,6,5,28,361,65,5,72,Other,60000,East,Service
657,2021,5,85,5,1,23,194,100,4,48,Other,50000,Midwest,Technical
658,2007,9,83,1,3,23,271,87,2,57,Female,30000,Midwest,Service
659,2013,9,61,5,4,40,256,41,1,48,Other,80000,Midwest,Service
660,2019,8,-70,4,3,55,585,30,9,54,Male,60000,East,Service
661,2018,5,-49,7,5,13,480,79,3,31,Other,30000,South,Service
662,2018,1,-12,7,2,52,322,54,1,33,Female,30000,West,Service
663,2006,9,-25,2,2,40,233,34,2,60,Other,60000,Midwest,Billing
664,2017,1,28,1,5,42,487,97,8,37,Male,60000,South,Billing
665,2018,8,82,8,4,44,286,35,5,61,Female,90000,Midwest,Billing
666,2011,5,6,8,2,33,558,55,5,32,Other,60000,East,Service
667,2007,3,-61,7,3,28,301,84,6,73,Male,80000,West,Service
668,2019,7,0,5,3,52,38,68,1,61,Male,40000,Midwest,Technical
669,2018,7,10,3,1,9,230,38,6,43,Other,90000,South,Service
670,2015,9,28,2,5,57,88,74,7,26,Other,60000,Midwest,Technical
671,2013,7,-36,7,5,58,422,43,4,18,Female,80000,West,Service
672,2017,3,90,8,2,31,148,84,8,52,Other,60000,West,Service
673,2022,1,81,1,4,59,582,63,8,61,Female,60000,East,Service
674,2010,8,69,9,5,49,428,44,5,37,Other,60000,North,Technical
675,2007,3,48,4,2,30,360,66,2,48,Male,90000,Midwest,Billing
676,2019,8,-22,4,2,18,296,79,6,72,Male,60000,East,Billing
677,2009,8,-79,5,3,31,549,50,6,23,Female,50000,Midwest,Billing
678,2014,5,65,6,2,31,509,86,7,59,Male,80000,East,Billing
679,2011,1,-2,1,1,56,322,48,6,27,Female,80000,West,Billing
680,2021,10,-93,6,1,10,322,87,2,65,Male,30000,South,Service
681,2011,7,89,2,5,11,527,35,8,76,Female,60000,Midwest,Service
682,2016,10,74,9,4,41,136,33,4,50,Female,40000,Midwest,Billing
683,2021,5,-84,2,1,57,319,63,5,33,Female,60000,North,Billing
684,2017,8,-84,5,1,22,176,71,8,53,Other,60000,West,Billing
685,2008,9,-11,1,5,27,356,32,3,23,Female,80000,Midwest,Service
686,2014,7,40,7,3,48,444,30,3,36,Other,80000,Midwest,Service
687,2007,7,44,5,2,42,239,84,8,48,Female,30000,South,Technical
688,2013,1,65,8,1,5,325,44,2,48,Other,60000,Midwest,Service
689,2017,4,-20,4,3,8,427,76,5,35,Other,40000,Midwest,Service
690,2022,2,-23,7,4,55,132,75,4,48,Male,70000,Midwest,Service
691,2019,2,72,6,3,48,537,87,6,45,Female,70000,East,Service
692,2008,2,-95,5,5,51,238,100,3,77,Other,60000,Midwest,Billing
693,2013,4,62,4,4,39,457,68,3,21,Male,70000,Midwest,Billing
694,2006,1,6,7,4,31,422,32,3,78,Female,70000,East,Billing
695,2019,4,-87,5,3,31,138,59,10,18,Male,90000,South,Technical
696,2012,2,-29,5,5,30,377,64,2,64,Other,40000,West,Service
697,2012,5,88,1,1,56,79,86,8,59,Male,60000,Midwest,Billing
698,2021,3,42,2,3,12,134,58,9,67,Male,40000,North,Technical
699,2016,8,-47,5,1,47,449,79,8,33,Female,90000,Midwest,Service
700,2014,5,6,3,3,20,402,63,10,62,Other,60000,Midwest,Service
701,2013,1,-88,2,1,45,322,81,3,75,Female,80000,Midwest,Service
702,2009,1,58,4,3,31,302,43,7,64,Female,30000,Midwest,Billing
703,2010,10,62,4,4,36,369,64,5,19,Male,60000,Midwest,Service
704,2006,3,-41,4,2,9,330,57,5,48,Other,50000,Midwest,Billing
705,2017,5,-95,4,4,24,509,63,4,53,Female,70000,East,Technical
706,2010,7,96,3,1,18,573,59,6,18,Other,90000,East,Service
707,2009,2,-43,7,5,36,586,63,5,56,Female,30000,East,Technical
708,2005,9,-52,9,4,30,294,63,9,40,Male,80000,North,Billing
709,2010,5,50,5,2,51,571,98,5,43,Female,80000,West,Billing
710,2010,2,61,4,1,10,195,64,4,28,Female,40000,Midwest,Billing
711,2020,3,-75,2,4,40,345,81,5,75,Female,50000,South,Service
712,2008,10,6,2,3,44,30,43,4,48,Other,60000,Midwest,Service
713,2015,5,-96,5,5,55,322,92,8,18,Male,80000,Midwest,Technical
714,2013,3,-81,7,3,31,92,65,8,28,Other,50000,Midwest,Service
715,2007,5,6,9,4,17,512,53,5,48,Female,60000,Midwest,Technical
716,2012,9,97,7,3,36,350,63,1,27,Male,40000,Midwest,Service
717,2009,9,-42,5,3,31,322,63,6,31,Other,30000,Midwest,Service
718,2008,7,91,6,2,31,251,63,2,31,Female,60000,Midwest,Service
719,2013,3,45,3,4,17,322,51,2,24,Male,70000,Midwest,Billing
720,2006,4,31,5,1,31,491,44,3,40,Male,90000,West,Technical
721,2015,5,-84,8,1,15,322,98,8,60,Female,80000,South,Service
722,2008,5,-87,1,1,57,225,93,3,39,Male,50000,East,Technical
723,2019,2,-88,1,2,12,322,33,7,48,Male,90000,South,Technical
724,2010,6,34,7,1,29,263,47,10,53,Other,70000,Midwest,Billing
725,2021,5,27,5,5,44,170,71,10,44,Male,60000,South,Technical
726,2010,8,6,5,5,36,527,59,9,73,Other,60000,Midwest,Service
727,2006,2,18,1,3,28,584,44,8,48,Other,60000,South,Service
728,2019,1,6,9,3,31,86,99,1,48,Other,50000,North,Service
729,2015,9,-82,1,4,31,533,84,7,68,Female,70000,South,Service
730,2013,3,-38,5,5,49,171,82,7,63,Male,30000,Midwest,Technical
731,2013,5,6,9,1,7,568,45,8,36,Male,30000,East,Service
732,2016,7,-20,4,3,40,135,63,10,79,Other,80000,South,Technical
733,2009,10,62,8,4,31,194,63,5,24,Male,80000,Midwest,Technical
734,2013,5,46,6,2,24,244,42,10,29,Other,30000,Midwest,Billing
735,2008,5,47,3,1,51,100,56,9,20,Other,60000,Midwest,Technical
736,2005,1,-1,4,2,19,119,98,9,64,Other,60000,South,Technical
737,2021,5,62,2,3,31,257,60,8,22,Female,40000,Midwest,Billing
738,2013,7,59,1,2,57,108,32,6,25,Male,60000,West,Service
739,2019,8,21,8,1,49,378,63,6,31,Male,60000,South,Service
740,2005,9,75,1,1,45,275,50,1,78,Other,60000,East,Technical
741,2013,6,-57,1,3,32,301,35,6,53,Female,80000,Midwest,Billing
742,2010,5,3,4,1,29,432,61,4,24,Other,80000,North,Technical
743,2009,6,51,6,3,46,145,63,4,24,Male,60000,Midwest,Service
744,2015,5,-40,9,3,48,464,91,2,67,Other,30000,East,Service
745,2008,4,24,1,1,50,559,61,4,63,Other,60000,West,Billing
746,2017,3,44,5,5,37,471,68,5,49,Female,60000,South,Technical
747,2015,7,-30,5,3,31,201,93,5,48,Other,30000,Midwest,Service
748,2007,9,6,8,1,18,45,59,5,75,Female,40000,North,Technical
749,2005,5,-51,7,5,12,85,92,4,29,Male,70000,East,Service
750,2010,6,-36,4,3,52,132,63,1,27,Female,30000,North,Service
751,2013,10,-2,4,5,18,313,69,10,31,Female,70000,Midwest,Technical
752,2014,5,-69,5,4,5,546,62,8,26,Male,30000,East,Billing
753,2013,3,63,6,4,20,307,92,3,55,Female,40000,Midwest,Service
754,2014,3,40,9,5,22,298,54,5,47,Female,60000,North,Billing
755,2016,9,6,5,3,11,429,65,9,22,Female,90000,South,Billing
756,2006,7,-43,8,1,19,532,53,5,18,Female,80000,South,Billing
757,2017,8,6,5,2,28,115,87,5,18,Other,70000,South,Technical
758,2012,10,41,2,1,53,349,68,2,74,Male,60000,Midwest,Service
759,2006,9,64,6,2,55,61,75,9,79,Other,60000,South,Billing
