ATM_ID,Location_Type,Manufacturer,Year_of_Installation,Service_Contract_Type,Last_Maintenance_Date,Frequency_of_Maintenance,Downtime_Duration_hours,Number_of_Incidents,Maintenance_Costs_USD,Transaction_Volumes,Average_Withdrawal_Amount,Card_Reader_Error_Rate_percent,Cash_Dispenser_Jam_Rate_percent,ATM_Age_Years
ATM_216,Bank Branch,NCR,2008,Full-Service,10-08-2007,1,28.83,3,368.85,10191,103.43,4.7,2,13
ATM_217,Standalone,Wincor Nixdorf,2013,Self-Service,30-12-2006,1,61.21,3,336.9,10191,100.58,0.6,1.55,13
ATM_218,Airport,Wincor Nixdorf,2010,Self-Service,07-04-2020,0,35.01,2,577.38,15336,91.75,2.65,0.52,17
ATM_219,Bank Branch,NCR,2016,Full-Service,27-02-2024,3,38.18,3,542.79,3687,101.83,1.79,1.97,2
ATM_220,Standalone,NCR,2006,Full-Service,17-05-2017,3,43.08,3,608.04,10191,135.25,2.65,3.94,15
ATM_221,Standalone,Diebold,2021,Full-Service,20-10-2003,4,46.05,2,608.28,17720,55.36,2.65,2.6,5
ATM_222,Standalone,Wincor Nixdorf,2019,Parts-Only,13-04-2021,1,51.91,6,539.9,19217,85.12,4.69,2.28,23
ATM_223,Standalone,Diebold,2005,Full-Service,19-04-2019,4,63.31,4,504.05,19750,86.96,2.78,4.12,3
ATM_224,Standalone,NCR,2012,Self-Service,03-12-2018,1,46.69,1,504.05,5068,73.71,1.16,1.72,16
ATM_225,Standalone,Diebold,2016,Parts-Only,11-03-2018,2,47.13,5,504.05,1902,100.65,1.01,3.46,20
ATM_226,Standalone,Wincor Nixdorf,2020,Self-Service,05-06-2016,1,50.49,4,7083.27,9421,125.92,1.63,4.99,16
ATM_227,Bank Branch,Wincor Nixdorf,2022,Parts-Only,05-03-2010,1,47.95,3,321.24,9317,92.92,2.72,4.51,1
ATM_228,Bank Branch,Diebold,2020,Self-Service,04-03-2000,2,41.59,2,494.99,5511,87.72,2.88,4.66,1
ATM_229,Bank Branch,Diebold,2019,Full-Service,30-06-2008,0,50.49,0,243.78,15247,116.25,2.66,0.84,23
ATM_230,Standalone,Diebold,2000,Full-Service,07-08-2010,1,27.87,3,334.32,9368,116.49,3.63,2.6,19
ATM_231,Airport,NCR,2021,Full-Service,12-03-2013,3,52.46,4,311.75,10191,125.34,1.15,1.63,9
ATM_232,Standalone,Diebold,2012,Parts-Only,03-06-2000,2,60.76,1,458.79,2735,84.47,2.65,1.01,20
ATM_233,Bank Branch,NCR,2005,Self-Service,12-10-2020,5,26.75,4,504.05,9675,100.65,3.13,2.01,2
ATM_234,Airport,NCR,2013,Self-Service,18-05-2005,2,54.32,1,947.17,1927,123.27,2.09,2.6,14
ATM_235,Standalone,Wincor Nixdorf,2012,Parts-Only,04-03-2021,2,52.38,5,532.55,13817,96.17,0.35,1.96,22
ATM_236,Standalone,NCR,2019,Parts-Only,23-08-2020,2,69.48,2,459.48,9276,96.15,1.4,2.04,5
ATM_237,Standalone,Diebold,2012,Self-Service,22-08-2007,2,43.18,3,388.25,15858,110.11,4.34,3.87,1
ATM_238,Standalone,NCR,2022,Full-Service,03-03-2016,1,33.55,4,436.82,2385,126.09,1.07,0.39,11
ATM_239,Airport,Wincor Nixdorf,2012,Full-Service,03-05-2022,1,61.04,2,574.02,6383,100.65,4.3,4.68,2
ATM_240,Standalone,Wincor Nixdorf,2006,Self-Service,22-12-2004,1,829.16,4,504.05,17899,112.78,2.89,3.21,16
ATM_241,Standalone,Wincor Nixdorf,2002,Parts-Only,01-06-2019,3,78.83,6,440.05,8645,99.61,2.65,4.96,9
ATM_242,Bank Branch,NCR,2015,Parts-Only,31-10-2018,1,54.72,5,324.35,10191,89.16,2.65,0.07,0
ATM_243,Bank Branch,Wincor Nixdorf,2018,Self-Service,14-12-2004,3,59.68,5,577.7,15694,115.84,3.9,1.99,7
ATM_244,Airport,Wincor Nixdorf,2011,Parts-Only,29-01-2007,2,53.58,3,638.94,10268,102.76,4.1,3.34,13
ATM_245,Shopping Mall,NCR,2008,Self-Service,03-06-2000,2,21.66,3,471.56,11559,145.98,2.65,3.87,19
ATM_246,Bank Branch,Diebold,2013,Self-Service,12-06-2003,4,56.09,4,389.39,2907,113.9,4.56,3.07,9
ATM_247,Airport,Wincor Nixdorf,2011,Parts-Only,02-11-2015,2,39.17,3,451.51,1137,101.76,1.46,4.86,6
ATM_248,Shopping Mall,NCR,2012,Self-Service,24-04-2003,2,54.2,4,480.58,12855,103.35,0.89,1.64,7
ATM_249,Standalone,NCR,2017,Parts-Only,31-07-2003,0,47.25,3,418.26,16451,100.65,0.21,3.83,7
ATM_250,Airport,Wincor Nixdorf,2012,Parts-Only,21-01-2021,3,60.69,2,615.22,9841,118.87,2.96,0.07,6
ATM_251,Airport,Diebold,2006,Self-Service,30-07-2002,1,57.06,1,538.43,17631,101.45,3.1,0.98,10
ATM_252,Airport,NCR,2006,Self-Service,25-09-2023,3,67.86,2,564.43,13963,121.33,2.65,0.48,6
ATM_253,Standalone,Diebold,2007,Parts-Only,01-09-2011,5,65.54,2,446.62,9011,98.41,2.65,4.06,9
ATM_254,Bank Branch,Diebold,2017,Parts-Only,27-04-2019,0,69.64,0,453.99,12968,75.92,3.13,0.4,19
ATM_255,Bank Branch,Diebold,2011,Full-Service,30-04-2018,0,48.16,2,504.05,7431,112.96,2.65,3.57,3
ATM_256,Shopping Mall,NCR,2020,Full-Service,05-04-2021,1,58.12,3,450.19,2599,67.35,2.71,2.6,21
ATM_257,Airport,Wincor Nixdorf,2008,Self-Service,13-07-2017,2,39.14,3,474.5,4691,71.83,1.7,2.6,19
ATM_258,Bank Branch,Wincor Nixdorf,2012,Parts-Only,31-12-2013,2,75.88,1,280.12,16219,82.76,2.82,1.43,18
ATM_259,Standalone,Diebold,2008,Full-Service,02-09-2022,1,50.49,2,511.71,15309,127.89,2.82,1.34,15
ATM_260,Standalone,Diebold,2002,Parts-Only,02-03-2008,1,53.88,1,306.63,18508,100.65,0.78,4.5,1
ATM_261,Bank Branch,Diebold,2017,Self-Service,13-08-2008,1,50.49,3,670.45,5442,73.69,1.27,2.23,18
ATM_262,Bank Branch,Diebold,2006,Full-Service,28-08-2000,2,50.49,1,504.05,18024,101.26,0.26,0.46,23
ATM_263,Airport,Diebold,2003,Self-Service,06-09-2002,4,49.06,2,383.37,19826,66.23,1.36,1.59,15
ATM_264,Airport,Wincor Nixdorf,2006,Full-Service,04-01-2011,0,55.69,2,503.82,4698,89.23,3.29,1.47,7
ATM_265,Shopping Mall,Wincor Nixdorf,2016,Parts-Only,20-07-2000,1,45.15,1,371.91,17572,106.13,4.08,1.07,5
ATM_266,Standalone,Diebold,2022,Full-Service,12-09-2010,2,48.86,2,748.95,7466,111.71,2.65,1.99,8
ATM_267,Shopping Mall,Wincor Nixdorf,2018,Full-Service,23-11-2017,4,50.49,2,611.19,16744,111.59,3.22,0.67,3
ATM_268,Standalone,Wincor Nixdorf,2016,Self-Service,08-11-2010,2,50.49,2,346.2,4188,89.71,3.74,2.72,13
ATM_269,Shopping Mall,Diebold,2014,Self-Service,14-01-2010,2,45.42,3,513.58,16835,100.65,3.05,2.31,19
ATM_270,Bank Branch,NCR,2004,Full-Service,04-09-2009,1,57.13,2,544.4,5381,116.6,1.55,0.11,4
ATM_271,Standalone,NCR,2004,Parts-Only,03-06-2000,2,49.72,3,280.24,19274,129.73,2.65,0.42,12
ATM_272,Standalone,NCR,2013,Full-Service,03-06-2000,2,76.51,2,731.12,9673,82.39,1,0.07,3
ATM_273,Bank Branch,Diebold,2015,Full-Service,28-09-2019,1,62.23,1,495.47,14834,115.67,0.93,3.37,12
ATM_274,Bank Branch,Diebold,2012,Parts-Only,01-08-2021,2,47.66,4,712.18,15158,110.66,3.48,4.12,13
ATM_275,Bank Branch,Diebold,2005,Parts-Only,13-04-2016,1,51.98,1,653.32,2815,97.46,4.89,3.57,12
ATM_276,Standalone,NCR,2000,Full-Service,24-05-2020,2,52.81,4,724.16,18408,74.9,3.54,4.92,21
ATM_277,Standalone,NCR,2020,Full-Service,15-09-2016,0,60.49,4,516.01,3733,134.38,3.23,2.6,16
ATM_278,Airport,Wincor Nixdorf,2020,Parts-Only,03-11-2008,0,52.77,6,751.39,9441,92.94,1.96,3.6,19
ATM_279,Shopping Mall,NCR,2005,Parts-Only,09-07-2021,3,43.39,3,354.17,3473,121.04,2.98,3.19,21
ATM_280,Airport,NCR,2007,Parts-Only,16-06-2000,2,16.34,7,600.27,7442,110.25,2.83,2.71,11
ATM_281,Bank Branch,Diebold,2021,Full-Service,19-02-2005,2,57.02,2,5182.94,6066,85.94,4.46,0.12,6
ATM_282,Airport,Wincor Nixdorf,2003,Full-Service,21-06-2003,0,56.48,2,504.05,7486,108.61,2.65,2.67,12
ATM_283,Standalone,Wincor Nixdorf,2020,Parts-Only,03-06-2000,5,50.09,4,499.48,6250,149.32,4.23,0.8,22
ATM_284,Standalone,NCR,2001,Self-Service,09-01-2006,4,49.39,3,622.01,1964,79.11,3.41,0.46,10
ATM_285,Airport,NCR,2001,Self-Service,24-08-2003,4,28.14,1,504.05,11018,80.32,1.92,1.19,14
ATM_286,Shopping Mall,Diebold,2004,Full-Service,20-01-2011,3,50.49,2,623.45,15257,100.65,1.8,1.47,20
ATM_287,Bank Branch,NCR,2006,Parts-Only,20-06-2013,3,60.35,4,547.1,15978,96.78,0.31,1.2,20
ATM_288,Bank Branch,Diebold,2018,Full-Service,16-08-2010,2,49.11,1,623.13,9181,100.65,2.56,2.6,3
ATM_289,Standalone,Diebold,2020,Self-Service,20-08-2007,3,48.26,1,416.37,13002,113.28,2.69,4.74,16
ATM_290,Bank Branch,NCR,2013,Self-Service,18-06-2004,0,55.7,2,668.28,11858,100.95,1.28,1.79,8
ATM_291,Airport,Diebold,2010,Full-Service,30-07-2014,1,51.54,2,347.77,1725,80.58,2.65,2.3,20
ATM_292,Bank Branch,Wincor Nixdorf,2022,Self-Service,10-03-2012,1,54.91,3,619.84,3728,149.58,3.58,1.46,11
ATM_293,Standalone,Wincor Nixdorf,2009,Parts-Only,24-01-2019,2,43.67,2,548.28,11818,84.73,0.15,2.28,6
ATM_294,Standalone,Wincor Nixdorf,2014,Self-Service,02-09-2010,2,42.46,1,511.81,10191,81.97,2.15,3.9,9
ATM_295,Shopping Mall,NCR,2012,Parts-Only,01-12-2010,1,48.86,3,392.48,2770,77.95,0.85,1.49,22
ATM_296,Airport,Wincor Nixdorf,2017,Self-Service,03-06-2000,2,51.05,3,505.32,3720,100.12,0.47,2.11,6
ATM_297,Standalone,Diebold,2004,Self-Service,19-05-2016,2,70.55,1,526.68,14220,106.29,0.33,1.82,1
ATM_298,Standalone,Diebold,2004,Parts-Only,14-01-2017,1,75.85,2,756.8,4450,53.12,4.6,4.97,5
ATM_299,Shopping Mall,Wincor Nixdorf,2001,Self-Service,25-07-2009,2,61.09,6,293.31,14343,103.22,2.59,0.62,15
ATM_300,Shopping Mall,Diebold,2012,Full-Service,27-11-2017,2,51.98,2,494.36,18820,89.32,3.05,4.27,0
ATM_301,Shopping Mall,Diebold,2016,Self-Service,03-06-2000,3,44.99,3,485.49,13571,107.59,4.07,0.35,20
ATM_302,Standalone,Wincor Nixdorf,2023,Parts-Only,04-07-2018,1,57.06,5,503.39,16504,91.03,0.31,4.65,6
ATM_303,Shopping Mall,Wincor Nixdorf,2001,Self-Service,15-10-2003,1,41.54,0,504.05,12694,125.13,2.34,3.46,12
ATM_304,Bank Branch,Wincor Nixdorf,2008,Self-Service,21-02-2012,1,50.49,5,604.35,4707,62.3,1.82,0.52,11
ATM_305,Shopping Mall,NCR,2004,Self-Service,20-11-2018,2,43.03,4,716.92,7044,76.36,3.89,3.93,3
ATM_306,Bank Branch,Wincor Nixdorf,2012,Full-Service,10-05-2005,4,62.34,3,843.45,4547,50.74,3.11,2.6,12
ATM_307,Standalone,Diebold,2010,Self-Service,23-06-2023,1,67.09,2,644.41,12172,120.8,1.1,0.41,12
ATM_308,Shopping Mall,Diebold,2018,Full-Service,15-06-2011,2,76.34,1,442.16,18104,108.04,4.21,2.6,4
ATM_309,Shopping Mall,NCR,2006,Full-Service,04-12-2008,1,47.32,2,605.41,4477,110.36,4,1.35,13
ATM_310,Bank Branch,Wincor Nixdorf,2001,Parts-Only,05-01-2001,3,25.01,5,636.68,9672,77.86,3.95,2.6,12
ATM_311,Bank Branch,Diebold,2012,Parts-Only,22-03-2005,0,46.97,2,366.53,9401,94.98,2.65,2.38,6
ATM_312,Bank Branch,Diebold,2003,Self-Service,10-02-2000,2,50.49,3,556.49,4382,53.8,1.19,2.6,14
ATM_313,Bank Branch,Diebold,2022,Parts-Only,22-03-2021,0,70.14,2,479.67,17432,113.37,4.49,2.48,1
ATM_314,Bank Branch,NCR,2001,Self-Service,18-12-2018,2,63.08,1,285.11,5363,102.2,1.93,2.22,12
ATM_315,Bank Branch,Wincor Nixdorf,2004,Self-Service,10-09-2006,1,47.17,3,434.94,13547,154.02,1.53,2.6,12
ATM_316,Standalone,Diebold,2017,Self-Service,23-01-2015,0,50.73,6,445.19,2450,106.62,1.37,2.45,22
ATM_317,Bank Branch,Diebold,2012,Parts-Only,03-06-2000,2,27.37,0,514.17,6934,71.77,1.59,1.67,13
ATM_318,Bank Branch,Wincor Nixdorf,2021,Full-Service,07-04-2017,2,41.36,2,502.23,14335,100.36,2.91,3.31,12
ATM_319,Standalone,Diebold,2014,Self-Service,08-12-2003,3,39.36,4,694.22,1889,100.43,0.41,2.6,17
ATM_320,Shopping Mall,NCR,2004,Parts-Only,30-08-2012,1,40.1,5,504.05,19606,96.06,1.11,2.74,16
ATM_321,Bank Branch,Diebold,2012,Parts-Only,21-08-2001,1,23.73,3,340.79,7942,62.54,3.05,1.65,19
ATM_322,Shopping Mall,Diebold,2012,Self-Service,07-10-2013,0,60.19,3,504.05,14861,96.76,2.78,0.64,15
ATM_323,Standalone,Diebold,2009,Self-Service,03-06-2000,4,52.57,3,632.43,17171,78.36,0.94,4.45,16
ATM_324,Airport,Diebold,2005,Full-Service,28-03-2018,2,50.49,6,452.31,19127,109.94,3.06,0.69,15
ATM_325,Bank Branch,Diebold,2008,Full-Service,31-08-2005,2,57.3,1,555.78,2744,132.64,0.4,0.91,23
ATM_326,Airport,Diebold,2012,Parts-Only,24-12-2021,1,338.39,5,667.69,13251,108.4,2.65,2.87,12
ATM_327,Airport,Diebold,2002,Self-Service,10-01-2015,0,45.86,0,741.7,10191,100.65,0.58,1.03,6
ATM_328,Shopping Mall,NCR,2008,Self-Service,20-08-2003,2,36.5,4,549.97,16816,110.49,4.77,1.98,12
ATM_329,Airport,NCR,2017,Self-Service,03-06-2000,2,46.07,3,527.94,18809,83.19,4.55,1.25,11
ATM_330,Bank Branch,Diebold,2012,Parts-Only,08-04-2001,2,41.45,5,654.33,14048,115.07,2.96,1.87,0
ATM_331,Airport,Diebold,2020,Full-Service,03-06-2000,2,35.15,1,297.42,18151,106.03,0.3,4.17,5
ATM_332,Shopping Mall,Diebold,2010,Self-Service,22-01-2001,2,49.24,5,220.71,10252,108.76,3.2,4.68,1
ATM_333,Bank Branch,Diebold,2012,Full-Service,11-05-2002,2,50.28,3,449.75,17034,105.82,0.76,3.66,21
ATM_334,Bank Branch,NCR,2014,Parts-Only,16-11-2021,2,42.72,6,572.58,12234,100.65,2.65,2.47,6
ATM_335,Shopping Mall,NCR,2016,Self-Service,13-01-2024,1,51.28,5,65.86,11726,96.05,4.05,3.53,12
ATM_336,Shopping Mall,Diebold,2012,Parts-Only,14-11-2018,4,27.32,2,491.69,6328,100.65,4.38,4.75,1
ATM_337,Standalone,Wincor Nixdorf,2016,Parts-Only,26-04-2012,5,49.99,3,504.05,9558,86.1,0.17,4.05,12
ATM_338,Standalone,Diebold,2007,Parts-Only,25-10-2021,2,57.98,5,651.27,10191,125.89,1.61,2.31,12
ATM_339,Shopping Mall,Wincor Nixdorf,2023,Self-Service,12-02-2010,3,40.68,1,598.66,7576,87.24,1.36,1.1,4
ATM_340,Standalone,Wincor Nixdorf,2007,Parts-Only,18-05-2018,2,48.47,2,435.32,10689,102.17,2.65,0.99,5
ATM_341,Standalone,Diebold,2005,Full-Service,04-09-2013,2,49.2,4,640.11,18893,110.7,3.17,3.07,18
ATM_342,Airport,Wincor Nixdorf,2013,Self-Service,10-05-2015,2,30.55,2,550.51,6314,107,3.92,4.33,7
ATM_343,Bank Branch,Wincor Nixdorf,2000,Parts-Only,22-03-2006,2,60.8,4,504.05,11071,144.16,2.22,4.69,12
ATM_344,Standalone,NCR,2012,Self-Service,24-01-2015,3,33.59,5,509.65,12548,117.76,2.72,2.92,2
ATM_345,Airport,Diebold,2004,Self-Service,16-05-2001,0,50.49,3,548.38,12737,98.88,2.65,2.6,11
ATM_346,Bank Branch,Diebold,2017,Full-Service,05-07-2008,0,39.07,2,354.73,4061,79.87,0.56,4.38,15
ATM_347,Standalone,NCR,2016,Full-Service,26-02-2011,3,40.44,4,638.91,11018,108.78,1.49,4.01,12
ATM_348,Standalone,Wincor Nixdorf,2011,Parts-Only,24-10-2012,3,50.49,3,696.62,2693,77.25,4.66,4.36,19
ATM_349,Airport,Diebold,2000,Self-Service,18-03-2017,3,82.09,4,504.07,1513,133.42,0.98,4.76,12
ATM_350,Shopping Mall,NCR,2006,Self-Service,21-02-2012,1,60.33,1,613.42,6616,133.41,0.28,4.33,22
ATM_351,Airport,Wincor Nixdorf,2018,Self-Service,14-04-2009,1,29.04,2,558.08,6111,100.65,0.43,0.87,12
ATM_352,Standalone,Diebold,2004,Self-Service,16-03-2014,3,51.79,3,443.47,11120,100.65,2.65,1.03,12
ATM_353,Shopping Mall,NCR,2021,Parts-Only,19-01-2021,2,48.65,2,504.05,6749,93.51,2.74,2.49,2
ATM_354,Airport,Wincor Nixdorf,2000,Self-Service,01-07-2014,2,60.76,10,524.86,9168,96.41,3.24,2.52,16
ATM_355,Airport,Diebold,2019,Parts-Only,11-02-2011,2,47.87,5,304.55,10191,93.45,4.3,2.6,7
ATM_356,Bank Branch,NCR,2015,Parts-Only,14-01-2020,2,68.53,2,426.97,5047,101.64,2.65,2.6,12
ATM_357,Shopping Mall,Diebold,2023,Parts-Only,23-12-2001,1,50.84,8,295.59,12304,91.33,0.46,1.84,10
ATM_358,Bank Branch,Diebold,2002,Self-Service,02-07-2016,1,79.53,3,591.94,10050,115.04,2.65,1.6,23
ATM_359,Bank Branch,Diebold,2022,Self-Service,29-07-2001,1,61.63,3,546.53,10186,114.77,1.58,3.46,9
ATM_360,Bank Branch,NCR,2017,Self-Service,04-08-2018,2,61.9,4,648.29,4222,118.38,0.87,2.59,10
ATM_361,Airport,NCR,2003,Parts-Only,02-01-2014,3,38.04,5,590.78,12585,100.65,3.11,4.72,13
ATM_362,Airport,Wincor Nixdorf,2002,Parts-Only,10-10-2002,1,47.07,4,463.31,10655,116.4,0.02,3.07,5
ATM_363,Airport,NCR,2021,Self-Service,26-05-2013,4,44.29,2,415.27,13342,66.38,0.87,4.89,8
ATM_364,Shopping Mall,Wincor Nixdorf,2017,Self-Service,19-03-2016,2,52.14,3,398.49,16047,86.11,3.78,2.6,11
ATM_365,Standalone,NCR,2018,Self-Service,21-11-2021,2,47.84,3,550.73,10191,109.87,2.4,1.36,12
ATM_366,Bank Branch,NCR,2012,Full-Service,08-01-2006,2,57.49,3,741.82,10191,105.77,3.98,2.17,16
ATM_367,Shopping Mall,Diebold,2002,Self-Service,27-11-2003,1,55.6,1,511.21,5142,74.76,1.78,3.45,19
ATM_368,Airport,NCR,2012,Full-Service,03-06-2000,4,51.54,4,710.31,10191,100.65,3.25,3.24,7
ATM_369,Airport,NCR,2017,Self-Service,05-09-2013,3,51.19,3,504.05,2426,75.11,2.56,2.6,12
ATM_370,Standalone,Diebold,2012,Self-Service,19-05-2010,2,69.13,1,425.2,10191,106.59,1.94,4.2,12
ATM_371,Airport,NCR,2012,Self-Service,09-07-2003,2,60.99,5,488.92,5441,110.7,3.96,2.55,15
ATM_372,Shopping Mall,NCR,2016,Parts-Only,14-06-2021,2,60.3,3,677.95,7748,91.74,0.87,1.32,10
ATM_373,Bank Branch,Diebold,2002,Full-Service,09-12-2001,0,66.82,1,713.96,6933,100.65,1.84,3.07,12
ATM_374,Bank Branch,Diebold,2012,Full-Service,11-07-2009,1,29.94,3,296.81,15453,116.74,2.65,0.54,13
ATM_375,Airport,Diebold,2019,Full-Service,19-09-2008,2,52,3,525.86,16228,117.37,4.69,3.93,12
ATM_376,Airport,Diebold,2014,Parts-Only,19-07-2000,1,58.58,1,520.71,12922,85.59,2.72,0.12,0
ATM_377,Standalone,Wincor Nixdorf,2020,Parts-Only,04-06-2021,1,68.65,3,507.32,15356,83.9,4.39,4.25,5
ATM_378,Bank Branch,Wincor Nixdorf,2007,Self-Service,15-05-2005,5,50.49,2,5676.77,2606,119.59,0.43,4.55,20
ATM_379,Standalone,NCR,2022,Full-Service,01-06-2022,1,50.49,6,271.26,16279,113.72,3.29,3.25,1
ATM_380,Bank Branch,Diebold,2003,Parts-Only,12-01-2021,3,14.7,3,504.05,17183,100.65,0.96,2.8,23
ATM_381,Airport,NCR,2004,Full-Service,03-02-2015,0,523.89,4,487.76,15833,109.32,2.65,3.11,9
ATM_382,Shopping Mall,Diebold,2020,Parts-Only,18-01-2000,3,67.1,2,533.17,1242,131.74,2.65,0.66,12
ATM_383,Airport,Wincor Nixdorf,2001,Self-Service,04-12-2010,5,62.82,1,392.11,3959,89.16,1.82,4.49,17
ATM_384,Bank Branch,Wincor Nixdorf,2014,Self-Service,17-10-2014,3,66.96,4,468.09,4509,93.27,4.32,1.63,4
ATM_385,Airport,Diebold,2016,Full-Service,06-02-2003,4,41.41,1,331.46,1137,76.8,3.6,2.6,10
ATM_386,Standalone,Wincor Nixdorf,2013,Parts-Only,10-09-2020,1,51.72,4,504.05,10191,106.82,3.04,2.6,3
ATM_387,Airport,Wincor Nixdorf,2023,Self-Service,12-09-2023,3,80.94,2,504.05,2024,104.97,4.04,3.38,9
ATM_388,Shopping Mall,Diebold,2003,Self-Service,03-06-2000,4,61.99,2,685.85,14275,128.61,0.68,2.71,20
ATM_389,Shopping Mall,Wincor Nixdorf,2004,Full-Service,20-10-2023,2,39.68,3,667.71,5198,72.62,0.01,2.6,21
ATM_390,Standalone,Wincor Nixdorf,2015,Full-Service,22-12-2000,4,36.79,5,563.74,10526,91.51,4.9,2.6,4
ATM_391,Airport,Diebold,2004,Full-Service,05-10-2011,1,55.86,2,356.65,1316,103.65,2.59,1.7,12
ATM_392,Standalone,Wincor Nixdorf,2012,Full-Service,01-04-2011,0,75.1,3,276.16,1931,100.65,0.68,2.33,9
ATM_393,Standalone,Wincor Nixdorf,2009,Self-Service,10-06-2015,1,47.7,3,436.32,12845,145.65,4.83,0.24,15
ATM_394,Standalone,Wincor Nixdorf,2016,Parts-Only,29-12-2002,2,61.83,2,730.74,15362,85.61,3.02,2.6,11
ATM_395,Bank Branch,Diebold,2012,Self-Service,28-11-2018,2,30.22,2,512.28,19004,124.45,1.83,2.6,20
ATM_396,Standalone,NCR,2007,Parts-Only,01-12-2023,1,66.52,3,453.21,4082,74.91,3.3,4.33,19
ATM_397,Standalone,NCR,2010,Self-Service,25-06-2019,2,71.39,4,374.96,5474,92.74,1.87,4.25,21
ATM_398,Shopping Mall,NCR,2006,Self-Service,27-06-2000,2,76.48,4,492.77,7340,84.97,0.27,1.41,15
ATM_399,Standalone,Wincor Nixdorf,2003,Full-Service,19-11-2002,2,36.93,3,464.37,15280,104.3,4.67,3.54,4
ATM_400,Airport,Diebold,2017,Parts-Only,04-03-2009,2,38.1,1,504.05,5187,109.32,1.01,4.69,21
ATM_401,Bank Branch,Wincor Nixdorf,2001,Parts-Only,17-03-2011,5,33.69,6,388.74,3086,90.38,0.94,2.6,21
ATM_402,Standalone,Wincor Nixdorf,2002,Self-Service,15-03-2021,1,77.18,3,527.75,14406,79.18,2.8,3.03,23
ATM_403,Airport,Diebold,2008,Self-Service,21-09-2009,1,39.44,1,458.45,7706,113.99,1.17,0.06,2
ATM_404,Bank Branch,Diebold,2009,Self-Service,20-05-2017,3,50.5,3,652.86,2090,68.3,4.8,0.81,5
ATM_405,Standalone,NCR,2008,Self-Service,19-07-2022,2,68.92,1,344.97,15866,66.22,4.5,0.4,0
ATM_406,Bank Branch,Diebold,2022,Full-Service,01-02-2020,3,45.24,4,607.02,17951,100.38,2.83,1.56,9
ATM_407,Bank Branch,Wincor Nixdorf,2019,Parts-Only,26-02-2007,0,40.53,3,542.73,17019,100.65,2.22,3.12,22
ATM_408,Airport,Diebold,2023,Self-Service,04-01-2019,4,54.47,3,504.05,11629,120.88,3.22,2.15,1
ATM_409,Bank Branch,Diebold,2016,Self-Service,09-05-2020,3,30.85,4,455.11,10191,91.96,0.63,2.76,19
ATM_410,Shopping Mall,Diebold,2012,Full-Service,02-05-2016,1,78.31,1,687.05,11591,113.48,1.45,3.6,18
ATM_411,Bank Branch,Wincor Nixdorf,2012,Self-Service,03-06-2000,3,55.23,2,534.41,10191,72.31,4.73,2.77,16
ATM_412,Airport,Wincor Nixdorf,2016,Self-Service,02-09-2023,2,42.41,4,230.31,10191,94.91,1.93,2.84,7
ATM_413,Bank Branch,Diebold,2005,Full-Service,23-07-2016,0,63.19,2,295.08,10191,91.39,1.42,2.91,9
ATM_414,Bank Branch,Wincor Nixdorf,2012,Full-Service,23-06-2020,6,8.83,2,415.68,10191,96.17,3.09,2.55,20
ATM_415,Airport,Wincor Nixdorf,2000,Parts-Only,06-06-2004,2,21.04,6,625.52,9960,100.03,2.65,1,12
ATM_416,Shopping Mall,Diebold,2012,Full-Service,07-06-2006,2,54.46,4,389.61,17093,84.11,0.44,1.47,20
ATM_417,Shopping Mall,Diebold,2001,Full-Service,25-07-2022,3,57.88,5,398.79,3289,110.83,3.99,2.51,17
ATM_418,Shopping Mall,NCR,2013,Self-Service,07-03-2000,4,34.37,1,350.07,10191,108.26,0.13,4.15,1
ATM_419,Bank Branch,NCR,2023,Self-Service,30-05-2011,1,42.57,4,693.4,11320,113.12,1.78,2.6,21
ATM_420,Shopping Mall,Wincor Nixdorf,2019,Self-Service,23-05-2014,2,63.1,2,504.05,10919,86.09,3.75,3.7,17
ATM_421,Airport,Wincor Nixdorf,2013,Parts-Only,03-06-2000,1,71.77,3,504.05,1027,147.72,0.44,0.23,9
ATM_422,Standalone,Diebold,2012,Self-Service,20-08-2021,0,77.59,2,132.84,4752,132.23,2.8,1.15,5
ATM_423,Airport,Wincor Nixdorf,2003,Self-Service,20-08-2020,3,50.58,1,504.05,3797,118.82,2.65,1.03,3
ATM_424,Bank Branch,NCR,2006,Full-Service,10-04-2011,4,70.41,4,410.18,11274,100.65,2.65,4.81,20
ATM_425,Standalone,Wincor Nixdorf,2012,Full-Service,14-04-2016,2,47.02,3,390.7,7857,109.89,2.14,2.32,18
ATM_426,Standalone,Wincor Nixdorf,2022,Self-Service,03-08-2015,2,31.19,4,470.58,15608,103.74,4.85,2.26,4
ATM_427,Standalone,NCR,2007,Parts-Only,14-01-2010,3,50.49,6,504.05,10191,100.65,2.86,2.81,13
ATM_428,Bank Branch,NCR,2000,Full-Service,06-09-2004,2,45.54,3,586.88,16571,98.23,3.7,0.61,18
ATM_429,Bank Branch,Diebold,2022,Full-Service,03-04-2017,1,67.46,1,504.05,2207,104.82,4.7,3.96,16
ATM_430,Bank Branch,Diebold,2014,Self-Service,01-10-2016,1,48.76,2,660.79,1538,117.23,4.38,2.29,8
ATM_431,Shopping Mall,Wincor Nixdorf,2000,Parts-Only,03-06-2000,2,56.44,0,461.37,2632,100.65,3.13,2.6,18
